"post_seg2","klass","level","n","n_ov","k_pre","k_post"
"NCBITaxon:31631","nuova_coalescenza_override",4,2,2,0,2
"NCBITaxon:333760","nuova_coalescenza_override",4,5,5,0,2
"NCBITaxon:37296","nuova_coalescenza_override",4,3,3,0,2
"NCBITaxon:37296","fusione_in_esistente",3,2,1,2,2
"NCBITaxon:43075","fusione_in_esistente",4,2,1,1,2
"NCBITaxon:485","nuova_coalescenza_override",4,2,2,0,2
"NCBITaxon:487","fusione_in_esistente",1,2,1,2,2
"NCBITaxon:487","fusione_in_esistente",0,2,1,2,2
"NCBITaxon:487","fusione_in_esistente",1,3,2,1,2
"NCBITaxon:487","fusione_in_esistente",0,3,2,1,2
"NCBITaxon:5476","nuova_coalescenza_override",4,4,4,0,2
"NCBITaxon:5476","nuova_coalescenza_override",4,3,3,0,2
"NCBITaxon:5476","fusione_in_esistente",3,2,1,2,2
"NCBITaxon:5476","nuova_coalescenza_override",3,3,3,0,2
"NCBITaxon:5476","fusione_in_esistente",2,2,1,2,2
"NCBITaxon:5476","nuova_coalescenza_override",2,3,3,0,2
"NCBITaxon:562","nuova_coalescenza_override",4,2,2,0,2
"NCBITaxon:562","fusione_in_esistente",4,2,1,2,2
"NCBITaxon:562","nuova_coalescenza_override",3,3,3,0,2
"NCBITaxon:5693","fusione_in_esistente",4,2,1,2,2
"NCBITaxon:5833","nuova_coalescenza_override",4,4,4,0,2
"NCBITaxon:5833","fusione_in_esistente",4,3,2,2,2
"NCBITaxon:5833","fusione_in_esistente",3,2,1,2,2
"NCBITaxon:5833","fusione_in_esistente",2,6,5,1,2
"NCBITaxon:5833","fusione_in_esistente",2,2,1,2,2
"NCBITaxon:5833","fusione_in_esistente",1,6,5,1,2
"NCBITaxon:5833","fusione_in_esistente",0,6,5,1,2
"NCBITaxon:6185","fusione_in_esistente",4,2,1,2,2
"NCBITaxon:64320","nuova_coalescenza_override",4,2,2,0,2
"NCBITaxon:64320","nuova_coalescenza_override",4,2,2,0,2
"NCBITaxon:666","nuova_coalescenza_override",4,6,6,0,2
"NCBITaxon:746128","fusione_in_esistente",3,2,1,1,2
"NCBITaxon:777","fusione_in_esistente",3,3,2,2,2
"NCBITaxon:813","fusione_in_esistente",4,3,2,2,2
"NCBITaxon:813","fusione_in_esistente",3,2,1,1,2
"NCBITaxon:837","fusione_in_esistente",3,3,2,1,2
"CHEBI:132082","fusione_in_esistente",4,2,1,1,2
"CHEBI:133021","fusione_in_esistente",4,2,1,2,2
"CHEBI:137113","nuova_coalescenza_override",4,2,2,0,2
"CHEBI:137113","nuova_coalescenza_override",3,2,2,0,2
"CHEBI:15367","fusione_in_esistente",4,3,2,1,2
"CHEBI:15866","fusione_in_esistente",3,3,2,1,2
"CHEBI:16330","fusione_in_esistente",0,2,1,1,2
"CHEBI:16412","nuova_coalescenza_override",4,2,2,0,2
"CHEBI:16412","nuova_coalescenza_override",3,2,2,0,2
"CHEBI:16412","nuova_coalescenza_override",3,3,3,0,2
"CHEBI:16412","fusione_in_esistente",3,2,1,1,2
"CHEBI:16469","fusione_in_esistente",4,2,1,1,2
"CHEBI:16469","fusione_in_esistente",4,3,2,1,2
"CHEBI:16469","fusione_in_esistente",3,2,1,1,2
"CHEBI:16469","fusione_in_esistente",3,2,1,2,2
"CHEBI:16469","fusione_in_esistente",2,2,1,1,2
"CHEBI:175901","fusione_in_esistente",4,2,1,1,2
"CHEBI:175901","fusione_in_esistente",3,2,1,1,2
"CHEBI:17688","fusione_in_esistente",4,3,2,1,2
"CHEBI:18258","fusione_in_esistente",4,2,1,1,2
"CHEBI:18258","fusione_in_esistente",4,3,2,1,2
"CHEBI:18258","fusione_in_esistente",3,2,1,1,2
"CHEBI:190969","fusione_in_esistente",4,2,1,1,2
"CHEBI:190969","fusione_in_esistente",2,2,1,1,2
"CHEBI:190969","fusione_in_esistente",3,2,1,1,2
"CHEBI:190969","fusione_in_esistente",1,2,1,1,2
"CHEBI:190969","fusione_in_esistente",0,2,1,1,2
"CHEBI:2038","nuova_coalescenza_override",4,2,2,0,2
"CHEBI:2038","nuova_coalescenza_override",3,2,2,0,2
"CHEBI:2038","nuova_coalescenza_override",2,2,2,0,2
"CHEBI:20480","fusione_in_esistente",4,2,1,1,2
"CHEBI:20480","fusione_in_esistente",3,2,1,1,2
"CHEBI:205761","fusione_in_esistente",4,2,1,1,2
"CHEBI:205761","fusione_in_esistente",3,2,1,1,2
"CHEBI:229222","fusione_in_esistente",4,2,1,2,2
"CHEBI:229222","fusione_in_esistente",1,2,1,2,2
"CHEBI:229222","fusione_in_esistente",0,2,1,2,2
"CHEBI:229222","fusione_in_esistente",3,2,1,2,2
"CHEBI:229222","fusione_in_esistente",2,2,1,2,2
"CHEBI:233309","fusione_in_esistente",4,3,2,2,2
"CHEBI:24261","fusione_in_esistente",4,2,1,1,2
"CHEBI:2549","fusione_in_esistente",4,2,1,2,2
"CHEBI:27504","fusione_in_esistente",4,2,1,1,2
"CHEBI:27899","fusione_in_esistente",4,2,1,1,2
"CHEBI:27899","fusione_in_esistente",3,2,1,1,2
"CHEBI:27899","nuova_coalescenza_override",3,4,4,0,2
"CHEBI:28680","nuova_coalescenza_override",4,3,3,0,2
"CHEBI:28680","nuova_coalescenza_override",3,3,3,0,2
"CHEBI:28748","fusione_in_esistente",4,2,1,1,2
"CHEBI:28748","fusione_in_esistente",4,2,1,1,2
"CHEBI:28748","fusione_in_esistente",3,2,1,1,2
"CHEBI:28748","fusione_in_esistente",2,2,1,1,2
"CHEBI:29242","fusione_in_esistente",4,2,1,1,2
"CHEBI:31604","nuova_coalescenza_override",4,2,2,0,2
"CHEBI:31638","fusione_in_esistente",4,2,1,1,2
"CHEBI:31638","fusione_in_esistente",4,2,1,1,2
"CHEBI:31638","fusione_in_esistente",3,2,1,1,2
"CHEBI:31638","fusione_in_esistente",3,2,1,1,2
"CHEBI:31941","fusione_in_esistente",4,4,3,1,2
"CHEBI:32497","fusione_in_esistente",4,2,1,1,2
"CHEBI:36704","nuova_coalescenza_override",4,2,2,0,2
"CHEBI:36704","nuova_coalescenza_override",3,2,2,0,2
"CHEBI:41774","fusione_in_esistente",4,2,1,1,2
"CHEBI:41774","fusione_in_esistente",2,2,1,1,2
"CHEBI:41774","fusione_in_esistente",2,2,1,1,2
"CHEBI:41774","fusione_in_esistente",1,2,1,1,2
"CHEBI:41774","fusione_in_esistente",0,2,1,1,2
"CHEBI:41879","fusione_in_esistente",4,2,1,1,2
"CHEBI:41879","fusione_in_esistente",4,2,1,1,2
"CHEBI:41879","fusione_in_esistente",4,2,1,1,2
"CHEBI:41879","fusione_in_esistente",4,2,1,1,2
"CHEBI:41879","fusione_in_esistente",4,2,1,1,2
"CHEBI:41879","fusione_in_esistente",3,2,1,1,2
"CHEBI:41879","fusione_in_esistente",3,2,1,1,2
"CHEBI:41879","fusione_in_esistente",2,2,1,1,2
"CHEBI:41879","fusione_in_esistente",3,2,1,1,2
"CHEBI:42471","nuova_coalescenza_override",4,2,2,0,2
"CHEBI:42471","nuova_coalescenza_override",3,2,2,0,2
"CHEBI:42471","nuova_coalescenza_override",2,2,2,0,2
"CHEBI:44185","fusione_in_esistente",4,2,1,1,2
"CHEBI:44185","fusione_in_esistente",3,2,1,1,2
"CHEBI:44185","fusione_in_esistente",2,2,1,1,2
"CHEBI:44616","fusione_in_esistente",4,2,1,2,2
"CHEBI:45783","fusione_in_esistente",4,2,1,1,2
"CHEBI:45863","fusione_in_esistente",4,2,1,1,2
"CHEBI:46345","nuova_coalescenza_override",4,2,2,0,2
"CHEBI:4672","nuova_coalescenza_override",3,2,2,0,2
"CHEBI:4672","nuova_coalescenza_override",2,2,2,0,2
"CHEBI:49668","fusione_in_esistente",4,9,8,1,2
"CHEBI:49668","fusione_in_esistente",3,9,8,1,2
"CHEBI:50729","fusione_in_esistente",2,2,1,1,2
"CHEBI:50729","fusione_in_esistente",3,2,1,1,2
"CHEBI:50729","fusione_in_esistente",1,2,1,1,2
"CHEBI:50729","fusione_in_esistente",0,2,1,1,2
"CHEBI:50845","fusione_in_esistente",4,6,5,1,2
"CHEBI:50845","fusione_in_esistente",4,2,1,1,2
"CHEBI:50845","fusione_in_esistente",3,6,5,1,2
"CHEBI:52717","nuova_coalescenza_override",4,2,2,0,2
"CHEBI:62434","fusione_in_esistente",4,2,1,1,2
"CHEBI:63637","fusione_in_esistente",4,2,1,1,2
"CHEBI:63637","fusione_in_esistente",4,2,1,1,2
"CHEBI:63637","fusione_in_esistente",3,2,1,1,2
"CHEBI:63791","fusione_in_esistente",4,2,1,1,2
"CHEBI:63791","fusione_in_esistente",3,2,1,1,2
"CHEBI:6801","fusione_in_esistente",4,3,2,1,2
"CHEBI:6801","fusione_in_esistente",3,3,2,1,2
"CHEBI:68534","fusione_in_esistente",1,2,1,1,2
"CHEBI:68534","fusione_in_esistente",0,2,1,1,2
"CHEBI:68534","fusione_in_esistente",3,2,1,1,2
"CHEBI:68534","fusione_in_esistente",2,2,1,1,2
"CHEBI:68639","fusione_in_esistente",4,2,1,1,2
"CHEBI:68642","nuova_coalescenza_override",2,2,2,0,2
"CHEBI:72564","fusione_in_esistente",3,2,1,1,2
"CHEBI:747414","fusione_in_esistente",4,4,3,2,2
"CHEBI:79091","fusione_in_esistente",4,2,1,1,2
"CHEBI:79091","fusione_in_esistente",2,2,1,1,2
"CHEBI:79091","fusione_in_esistente",3,2,1,1,2
"CHEBI:81579","fusione_in_esistente",4,2,1,1,2
"CHEBI:81579","fusione_in_esistente",3,2,1,1,2
"CHEBI:8228","fusione_in_esistente",4,2,1,1,2
"CHEBI:85993","fusione_in_esistente",2,2,1,1,2
"CHEBI:89324","fusione_in_esistente",4,2,1,2,2
"CHEBI:89324","fusione_in_esistente",3,2,1,1,2
"CHEBI:90943","fusione_in_esistente",4,3,2,1,2
"CHEBI:90943","fusione_in_esistente",3,3,2,1,2
"CHEBI:9150","nuova_coalescenza_override",4,2,2,0,2
"CHEBI:9150","nuova_coalescenza_override",3,2,2,0,2
"CHEBI:9747","fusione_in_esistente",4,2,1,1,2
"CHEBI:9747","fusione_in_esistente",3,2,1,1,2
"MeSH:D015470","nuova_coalescenza_override",4,2,2,0,2
"MeSH:D015470","nuova_coalescenza_override",3,2,2,0,2
"CHEBI:36706","fusione_in_esistente",4,2,1,1,1
"CHEBI:36706","fusione_in_esistente",3,2,1,1,1
"HGNC:1071","nuova_coalescenza_override",4,2,2,0,1
"HGNC:1071","nuova_coalescenza_override",2,2,2,0,1
"HGNC:1071","nuova_coalescenza_override",3,2,2,0,1
"HGNC:1071","nuova_coalescenza_override",1,2,2,0,1
"HGNC:1071","nuova_coalescenza_override",0,2,2,0,1
"HGNC:11766","nuova_coalescenza_override",2,2,2,0,1
"HGNC:11766","fusione_in_esistente",2,2,1,1,1
"HGNC:11766","nuova_coalescenza_override",3,2,2,0,1
"HGNC:11766","fusione_in_esistente",3,2,1,1,1
"HGNC:11766","fusione_in_esistente",2,2,1,1,1
"HGNC:11766","nuova_coalescenza_override",1,2,2,0,1
"HGNC:11766","nuova_coalescenza_override",0,2,2,0,1
"HGNC:11766","fusione_in_esistente",1,2,1,1,1
"HGNC:11766","fusione_in_esistente",0,2,1,1,1
"HGNC:11892","nuova_coalescenza_override",4,2,2,0,1
"HGNC:11892","nuova_coalescenza_override",4,2,2,0,1
"HGNC:11892","nuova_coalescenza_override",2,2,2,0,1
"HGNC:11892","fusione_in_esistente",2,2,1,1,1
"HGNC:11892","nuova_coalescenza_override",2,2,2,0,1
"HGNC:11892","nuova_coalescenza_override",3,2,2,0,1
"HGNC:11892","nuova_coalescenza_override",3,2,2,0,1
"HGNC:11892","fusione_in_esistente",3,2,1,1,1
"HGNC:11892","fusione_in_esistente",1,2,1,1,1
"HGNC:11892","fusione_in_esistente",0,2,1,1,1
"HGNC:11892","nuova_coalescenza_override",1,2,2,0,1
"HGNC:11892","nuova_coalescenza_override",0,2,2,0,1
"HGNC:11892","fusione_in_esistente",1,2,1,1,1
"HGNC:11892","fusione_in_esistente",0,2,1,1,1
"HGNC:2169","nuova_coalescenza_override",4,2,2,0,1
"HGNC:2169","nuova_coalescenza_override",2,2,2,0,1
"HGNC:2169","nuova_coalescenza_override",3,2,2,0,1
"HGNC:2169","nuova_coalescenza_override",1,2,2,0,1
"HGNC:2169","nuova_coalescenza_override",0,2,2,0,1
"HGNC:2432","nuova_coalescenza_override",4,2,2,0,1
"HGNC:2432","fusione_in_esistente",4,2,1,1,1
"HGNC:2432","fusione_in_esistente",3,2,1,1,1
"HGNC:2432","fusione_in_esistente",2,2,1,1,1
"HGNC:2432","nuova_coalescenza_override",2,2,2,0,1
"HGNC:2432","nuova_coalescenza_override",3,2,2,0,1
"HGNC:2432","nuova_coalescenza_override",1,2,2,0,1
"HGNC:2432","nuova_coalescenza_override",0,2,2,0,1
"HGNC:2432","fusione_in_esistente",1,2,1,1,1
"HGNC:2432","fusione_in_esistente",0,2,1,1,1
"HGNC:5438","fusione_in_esistente",4,2,1,1,1
"HGNC:5438","nuova_coalescenza_override",4,2,2,0,1
"HGNC:5438","fusione_in_esistente",2,2,1,1,1
"HGNC:5438","nuova_coalescenza_override",2,2,2,0,1
"HGNC:5438","nuova_coalescenza_override",2,2,2,0,1
"HGNC:5438","fusione_in_esistente",3,2,1,1,1
"HGNC:5438","nuova_coalescenza_override",3,2,2,0,1
"HGNC:5438","nuova_coalescenza_override",1,2,2,0,1
"HGNC:5438","nuova_coalescenza_override",0,2,2,0,1
"HGNC:5438","nuova_coalescenza_override",1,2,2,0,1
"HGNC:5438","nuova_coalescenza_override",0,2,2,0,1
"HGNC:5992","fusione_in_esistente",4,2,1,1,1
"HGNC:5992","nuova_coalescenza_override",4,3,3,0,1
"HGNC:5992","nuova_coalescenza_override",4,2,2,0,1
"HGNC:5992","nuova_coalescenza_override",3,3,3,0,1
"HGNC:5992","nuova_coalescenza_override",2,3,3,0,1
"HGNC:5992","nuova_coalescenza_override",2,2,2,0,1
"HGNC:5992","fusione_in_esistente",2,2,1,1,1
"HGNC:5992","fusione_in_esistente",3,2,1,1,1
"HGNC:5992","nuova_coalescenza_override",3,2,2,0,1
"HGNC:5992","fusione_in_esistente",1,2,1,1,1
"HGNC:5992","fusione_in_esistente",0,2,1,1,1
"HGNC:6005","fusione_in_esistente",4,2,1,1,1
"HGNC:6005","fusione_in_esistente",2,2,1,1,1
"HGNC:6005","fusione_in_esistente",3,2,1,1,1
"HGNC:6005","fusione_in_esistente",1,2,1,1,1
"HGNC:6005","fusione_in_esistente",0,2,1,1,1
"HGNC:6014","nuova_coalescenza_override",4,2,2,0,1
"HGNC:6018","fusione_in_esistente",4,2,1,1,1
"HGNC:6018","fusione_in_esistente",3,2,1,1,1
"HGNC:6018","fusione_in_esistente",2,2,1,1,1
"HGNC:6018","fusione_in_esistente",1,2,1,1,1
"HGNC:6018","fusione_in_esistente",0,2,1,1,1
"CHEBI:17026","nuova_coalescenza_override",4,2,2,0,1
"CHEBI:17026","nuova_coalescenza_override",2,2,2,0,1
"CHEBI:17026","nuova_coalescenza_override",3,2,2,0,1
"CHEBI:37537","nuova_coalescenza_override",3,2,2,0,1
"CHEBI:37537","nuova_coalescenza_override",2,2,2,0,1
"MeSH:D008264","nuova_coalescenza_override",3,2,2,0,1
"MeSH:D008264","nuova_coalescenza_override",2,2,2,0,1
"MeSH:D022781","fusione_in_esistente",2,2,1,1,1
"MeSH:D022781","fusione_in_esistente",1,2,1,1,1
"MeSH:D022781","fusione_in_esistente",0,2,1,1,1
"MeSH:D050417","fusione_in_esistente",2,2,1,1,1
"MeSH:D058504","nuova_coalescenza_override",1,2,2,0,1
"MeSH:D058504","nuova_coalescenza_override",0,2,2,0,1
"MeSH:D058504","nuova_coalescenza_override",1,2,2,0,1
"MeSH:D058504","nuova_coalescenza_override",0,2,2,0,1
"MeSH:D000077192","nuova_coalescenza_override",4,2,2,0,1
"MeSH:D000077192","nuova_coalescenza_override",2,2,2,0,1
"MeSH:D000077192","nuova_coalescenza_override",3,4,4,0,1
"MeSH:D000077192","nuova_coalescenza_override",3,2,2,0,1
"MeSH:D000077192","nuova_coalescenza_override",1,2,2,0,1
"MeSH:D000077192","nuova_coalescenza_override",0,2,2,0,1
"MeSH:D000077195","nuova_coalescenza_override",4,2,2,0,1
"MeSH:D000077195","nuova_coalescenza_override",4,2,2,0,1
"MeSH:D000077195","nuova_coalescenza_override",3,2,2,0,1
"MeSH:D000077195","nuova_coalescenza_override",3,2,2,0,1
"MeSH:D000093284","nuova_coalescenza_override",4,2,2,0,1
"MeSH:D000093284","nuova_coalescenza_override",3,2,2,0,1
"MeSH:D000093284","nuova_coalescenza_override",2,2,2,0,1
"MeSH:D000093284","nuova_coalescenza_override",1,2,2,0,1
"MeSH:D000093284","nuova_coalescenza_override",0,2,2,0,1
"MeSH:D000544","fusione_in_esistente",2,2,1,1,1
"MeSH:D000544","fusione_in_esistente",3,2,1,1,1
"MeSH:D000544","fusione_in_esistente",1,2,1,1,1
"MeSH:D000544","fusione_in_esistente",0,2,1,1,1
"MeSH:D001172","fusione_in_esistente",1,2,1,1,1
"MeSH:D001172","fusione_in_esistente",0,2,1,1,1
"MeSH:D001172","fusione_in_esistente",1,3,2,1,1
"MeSH:D001172","fusione_in_esistente",0,3,2,1,1
"MeSH:D001943","nuova_coalescenza_override",4,2,2,0,1
"MeSH:D001943","nuova_coalescenza_override",4,3,3,0,1
"MeSH:D001943","nuova_coalescenza_override",4,2,2,0,1
"MeSH:D001943","nuova_coalescenza_override",4,10,10,0,1
"MeSH:D001943","fusione_in_esistente",2,2,1,1,1
"MeSH:D001943","fusione_in_esistente",2,2,1,1,1
"MeSH:D001943","nuova_coalescenza_override",2,2,2,0,1
"MeSH:D001943","nuova_coalescenza_override",3,3,3,0,1
"MeSH:D001943","nuova_coalescenza_override",3,2,2,0,1
"MeSH:D001943","nuova_coalescenza_override",3,8,8,0,1
"MeSH:D001943","nuova_coalescenza_override",3,2,2,0,1
"MeSH:D001943","nuova_coalescenza_override",2,2,2,0,1
"MeSH:D001943","fusione_in_esistente",1,2,1,1,1
"MeSH:D001943","fusione_in_esistente",0,2,1,1,1
"MeSH:D001943","fusione_in_esistente",1,2,1,1,1
"MeSH:D001943","fusione_in_esistente",0,2,1,1,1
"MeSH:D001943","fusione_in_esistente",1,2,1,1,1
"MeSH:D001943","fusione_in_esistente",0,2,1,1,1
"MeSH:D001943","fusione_in_esistente",1,2,1,1,1
"MeSH:D001943","fusione_in_esistente",0,2,1,1,1
"MeSH:D001943","nuova_coalescenza_override",1,2,2,0,1
"MeSH:D001943","nuova_coalescenza_override",0,2,2,0,1
"MeSH:D001943","nuova_coalescenza_override",1,2,2,0,1
"MeSH:D001943","nuova_coalescenza_override",0,2,2,0,1
"MeSH:D002289","nuova_coalescenza_override",4,2,2,0,1
"MeSH:D002289","fusione_in_esistente",2,2,1,1,1
"MeSH:D002289","nuova_coalescenza_override",2,3,3,0,1
"MeSH:D002289","fusione_in_esistente",2,2,1,1,1
"MeSH:D002289","nuova_coalescenza_override",2,4,4,0,1
"MeSH:D002289","nuova_coalescenza_override",2,2,2,0,1
"MeSH:D002289","nuova_coalescenza_override",3,2,2,0,1
"MeSH:D002289","fusione_in_esistente",1,2,1,1,1
"MeSH:D002289","fusione_in_esistente",0,2,1,1,1
"MeSH:D002289","nuova_coalescenza_override",1,3,3,0,1
"MeSH:D002289","nuova_coalescenza_override",0,3,3,0,1
"MeSH:D002289","fusione_in_esistente",1,2,1,1,1
"MeSH:D002289","fusione_in_esistente",0,2,1,1,1
"MeSH:D002289","nuova_coalescenza_override",1,4,4,0,1
"MeSH:D002289","nuova_coalescenza_override",0,4,4,0,1
"MeSH:D002289","nuova_coalescenza_override",1,2,2,0,1
"MeSH:D002289","nuova_coalescenza_override",0,2,2,0,1
"MeSH:D002292","nuova_coalescenza_override",4,2,2,0,1
"MeSH:D002292","nuova_coalescenza_override",4,2,2,0,1
"MeSH:D002292","nuova_coalescenza_override",2,2,2,0,1
"MeSH:D002292","nuova_coalescenza_override",3,2,2,0,1
"MeSH:D002292","nuova_coalescenza_override",1,2,2,0,1
"MeSH:D002292","nuova_coalescenza_override",0,2,2,0,1
"MeSH:D002583","fusione_in_esistente",2,2,1,1,1
"MeSH:D002583","fusione_in_esistente",1,2,1,1,1
"MeSH:D002583","fusione_in_esistente",0,2,1,1,1
"MeSH:D003093","nuova_coalescenza_override",4,2,2,0,1
"MeSH:D003093","nuova_coalescenza_override",2,2,2,0,1
"MeSH:D003093","nuova_coalescenza_override",3,2,2,0,1
"MeSH:D003093","fusione_in_esistente",3,2,1,1,1
"MeSH:D003093","nuova_coalescenza_override",1,2,2,0,1
"MeSH:D003093","nuova_coalescenza_override",0,2,2,0,1
"MeSH:D003424","fusione_in_esistente",4,2,1,1,1
"MeSH:D003424","nuova_coalescenza_override",2,2,2,0,1
"MeSH:D003424","nuova_coalescenza_override",2,2,2,0,1
"MeSH:D003424","fusione_in_esistente",3,2,1,1,1
"MeSH:D003424","nuova_coalescenza_override",1,2,2,0,1
"MeSH:D003424","nuova_coalescenza_override",1,2,2,0,1
"MeSH:D003424","nuova_coalescenza_override",0,2,2,0,1
"MeSH:D003865","nuova_coalescenza_override",2,2,2,0,1
"MeSH:D003865","nuova_coalescenza_override",2,2,2,0,1
"MeSH:D003865","nuova_coalescenza_override",1,2,2,0,1
"MeSH:D003865","nuova_coalescenza_override",0,2,2,0,1
"MeSH:D003865","nuova_coalescenza_override",1,2,2,0,1
"MeSH:D003865","nuova_coalescenza_override",0,2,2,0,1
"MeSH:D003877","nuova_coalescenza_override",4,2,2,0,1
"MeSH:D003877","nuova_coalescenza_override",3,2,2,0,1
"MeSH:D003877","nuova_coalescenza_override",2,2,2,0,1
"MeSH:D003877","nuova_coalescenza_override",1,2,2,0,1
"MeSH:D003877","nuova_coalescenza_override",0,2,2,0,1
"MeSH:D003922","nuova_coalescenza_override",4,2,2,0,1
"MeSH:D003922","nuova_coalescenza_override",4,2,2,0,1
"MeSH:D003922","nuova_coalescenza_override",2,2,2,0,1
"MeSH:D003922","nuova_coalescenza_override",2,2,2,0,1
"MeSH:D003922","nuova_coalescenza_override",3,2,2,0,1
"MeSH:D003922","nuova_coalescenza_override",3,2,2,0,1
"MeSH:D003922","nuova_coalescenza_override",1,2,2,0,1
"MeSH:D003922","nuova_coalescenza_override",0,2,2,0,1
"MeSH:D003922","nuova_coalescenza_override",1,2,2,0,1
"MeSH:D003922","nuova_coalescenza_override",0,2,2,0,1
"MeSH:D003924","nuova_coalescenza_override",4,3,3,0,1
"MeSH:D003924","nuova_coalescenza_override",2,4,4,0,1
"MeSH:D003924","nuova_coalescenza_override",2,4,4,0,1
"MeSH:D003924","nuova_coalescenza_override",3,4,4,0,1
"MeSH:D003924","nuova_coalescenza_override",3,4,4,0,1
"MeSH:D003924","nuova_coalescenza_override",1,2,2,0,1
"MeSH:D003924","nuova_coalescenza_override",0,2,2,0,1
"MeSH:D003924","nuova_coalescenza_override",1,2,2,0,1
"MeSH:D003924","nuova_coalescenza_override",0,2,2,0,1
"MeSH:D003924","nuova_coalescenza_override",1,2,2,0,1
"MeSH:D003924","nuova_coalescenza_override",0,2,2,0,1
"MeSH:D003924","nuova_coalescenza_override",1,3,3,0,1
"MeSH:D003924","nuova_coalescenza_override",0,3,3,0,1
"MeSH:D003924","nuova_coalescenza_override",1,2,2,0,1
"MeSH:D003924","nuova_coalescenza_override",0,2,2,0,1
"MeSH:D003924","nuova_coalescenza_override",1,2,2,0,1
"MeSH:D003924","nuova_coalescenza_override",0,2,2,0,1
"MeSH:D003924","nuova_coalescenza_override",1,3,3,0,1
"MeSH:D003924","nuova_coalescenza_override",0,3,3,0,1
"MeSH:D003924","nuova_coalescenza_override",1,3,3,0,1
"MeSH:D003924","nuova_coalescenza_override",0,3,3,0,1
"MeSH:D003924","nuova_coalescenza_override",1,2,2,0,1
"MeSH:D003924","nuova_coalescenza_override",0,2,2,0,1
"MeSH:D003924","nuova_coalescenza_override",1,2,2,0,1
"MeSH:D003924","nuova_coalescenza_override",0,2,2,0,1
"MeSH:D003928","fusione_in_esistente",2,2,1,1,1
"MeSH:D003928","fusione_in_esistente",1,2,1,1,1
"MeSH:D003928","fusione_in_esistente",0,2,1,1,1
"MeSH:D005642","nuova_coalescenza_override",4,2,2,0,1
"MeSH:D005642","nuova_coalescenza_override",2,2,2,0,1
"MeSH:D005642","nuova_coalescenza_override",3,2,2,0,1
"MeSH:D005642","nuova_coalescenza_override",1,2,2,0,1
"MeSH:D005642","nuova_coalescenza_override",0,2,2,0,1
"MeSH:D005909","nuova_coalescenza_override",2,2,2,0,1
"MeSH:D005909","nuova_coalescenza_override",1,2,2,0,1
"MeSH:D005909","nuova_coalescenza_override",0,2,2,0,1
"MeSH:D005923","nuova_coalescenza_override",4,2,2,0,1
"MeSH:D005923","nuova_coalescenza_override",2,2,2,0,1
"MeSH:D005923","nuova_coalescenza_override",3,2,2,0,1
"MeSH:D005923","nuova_coalescenza_override",1,2,2,0,1
"MeSH:D005923","nuova_coalescenza_override",0,2,2,0,1
"MeSH:D006816","nuova_coalescenza_override",4,2,2,0,1
"MeSH:D006816","fusione_in_esistente",4,2,1,1,1
"MeSH:D006816","fusione_in_esistente",4,2,1,1,1
"MeSH:D006816","fusione_in_esistente",4,2,1,1,1
"MeSH:D006816","fusione_in_esistente",2,2,1,1,1
"MeSH:D006816","nuova_coalescenza_override",3,2,2,0,1
"MeSH:D006816","fusione_in_esistente",1,2,1,1,1
"MeSH:D006816","fusione_in_esistente",0,2,1,1,1
"MeSH:D008113","nuova_coalescenza_override",4,2,2,0,1
"MeSH:D008113","nuova_coalescenza_override",2,3,3,0,1
"MeSH:D008113","nuova_coalescenza_override",3,2,2,0,1
"MeSH:D008113","nuova_coalescenza_override",1,2,2,0,1
"MeSH:D008113","nuova_coalescenza_override",0,3,3,0,1
"MeSH:D008180","nuova_coalescenza_override",4,2,2,0,1
"MeSH:D008180","nuova_coalescenza_override",2,2,2,0,1
"MeSH:D008180","nuova_coalescenza_override",2,2,2,0,1
"MeSH:D008180","nuova_coalescenza_override",3,2,2,0,1
"MeSH:D008180","nuova_coalescenza_override",1,2,2,0,1
"MeSH:D008180","nuova_coalescenza_override",0,2,2,0,1
"MeSH:D008180","nuova_coalescenza_override",1,2,2,0,1
"MeSH:D008180","nuova_coalescenza_override",0,2,2,0,1
"MeSH:D008268","nuova_coalescenza_override",4,2,2,0,1
"MeSH:D008268","nuova_coalescenza_override",3,2,2,0,1
"MeSH:D008268","nuova_coalescenza_override",2,2,2,0,1
"MeSH:D008268","nuova_coalescenza_override",2,2,2,0,1
"MeSH:D008268","nuova_coalescenza_override",2,2,2,0,1
"MeSH:D008268","nuova_coalescenza_override",3,2,2,0,1
"MeSH:D008268","nuova_coalescenza_override",1,2,2,0,1
"MeSH:D008268","nuova_coalescenza_override",0,2,2,0,1
"MeSH:D008268","nuova_coalescenza_override",1,2,2,0,1
"MeSH:D008268","nuova_coalescenza_override",0,2,2,0,1
"MeSH:D008268","nuova_coalescenza_override",1,2,2,0,1
