"regola","n_cond","prec_A","cop_A","n_A"
"I2_med<=50 & materiale_misto & !entita_NCBITaxon",3,0.181818181818182,0.0869565217391304,11
"I2_med<=50 & materiale_misto & controllo_veicolo",3,0.181818181818182,0.0869565217391304,11
"I2_med<=50 & materiale_misto & verso_gain",3,0.181818181818182,0.0869565217391304,11
"I2_med<=70 & materiale_misto & !entita_MeSH",3,0.181818181818182,0.0869565217391304,11
"!dominato & materiale_misto & !ramo_anchor",3,0.181818181818182,0.0869565217391304,11
"k_effective<=4 & dominato & controllo_veicolo",3,0.18,0.391304347826087,50
"k_effective<=5 & n_studi_model<=1 & dominato",3,0.18,0.391304347826087,50
"k_effective<=6 & n_studi_model<=1 & dominato",3,0.18,0.391304347826087,50
"k_kish<=4 & !stessi_membri & !entita_MeSH",3,0.18,0.391304347826087,50
"k_kish<=5 & !stessi_membri & !entita_STR",3,0.18,0.391304347826087,50
"I2_med<=70 & dominato & !dominato_da_modello",3,0.179487179487179,0.304347826086957,39
"k_effective<=5 & dominato",2,0.178571428571429,0.434782608695652,56
"k_effective<=6 & dominato",2,0.178571428571429,0.434782608695652,56
"dominato & !entita_NCBITaxon",2,0.178571428571429,0.434782608695652,56
"k_effective<=5 & k_effective<=6 & dominato",3,0.178571428571429,0.434782608695652,56
"k_effective<=5 & k_effective<=8 & dominato",3,0.178571428571429,0.434782608695652,56
"k_effective<=5 & k_effective<=10 & dominato",3,0.178571428571429,0.434782608695652,56
"k_effective<=5 & k_kish<=3 & dominato",3,0.178571428571429,0.434782608695652,56
"k_effective<=5 & k_kish<=4 & dominato",3,0.178571428571429,0.434782608695652,56
"k_effective<=5 & k_kish<=5 & dominato",3,0.178571428571429,0.434782608695652,56
"k_effective<=5 & n_studi_model<=2 & dominato",3,0.178571428571429,0.434782608695652,56
"k_effective<=5 & dominato & verso_gain",3,0.178571428571429,0.434782608695652,56
"k_effective<=6 & k_effective<=8 & dominato",3,0.178571428571429,0.434782608695652,56
"k_effective<=6 & k_effective<=10 & dominato",3,0.178571428571429,0.434782608695652,56
"k_effective<=6 & k_kish<=3 & dominato",3,0.178571428571429,0.434782608695652,56
"k_effective<=6 & k_kish<=4 & dominato",3,0.178571428571429,0.434782608695652,56
"k_effective<=6 & k_kish<=5 & dominato",3,0.178571428571429,0.434782608695652,56
"k_effective<=6 & n_studi_model<=2 & dominato",3,0.178571428571429,0.434782608695652,56
"k_effective<=6 & dominato & verso_gain",3,0.178571428571429,0.434782608695652,56
"k_effective<=10 & dominato & !entita_NCBITaxon",3,0.178571428571429,0.434782608695652,56
"k_kish<=3 & dominato & !entita_NCBITaxon",3,0.178571428571429,0.434782608695652,56
"k_kish<=4 & dominato & !entita_NCBITaxon",3,0.178571428571429,0.434782608695652,56
"k_kish<=5 & dominato & !entita_NCBITaxon",3,0.178571428571429,0.434782608695652,56
"n_studi_model<=2 & dominato & !entita_MeSH",3,0.178571428571429,0.434782608695652,56
"dominato & !entita_NCBITaxon & verso_gain",3,0.178571428571429,0.434782608695652,56
"!stessi_membri & !entita_STR & !ramo_anchor",3,0.178571428571429,0.434782608695652,56
"I2_med<=50 & dominato & controllo_veicolo",3,0.178571428571429,0.217391304347826,28
"n_studi_model<=1 & dominato",2,0.176470588235294,0.391304347826087,51
"k_effective<=5 & dominato & !dominato_da_modello",3,0.176470588235294,0.391304347826087,51
"k_effective<=6 & dominato & !dominato_da_modello",3,0.176470588235294,0.391304347826087,51
"k_effective<=8 & n_studi_model<=1 & dominato",3,0.176470588235294,0.391304347826087,51
"k_effective<=10 & n_studi_model<=1 & dominato",3,0.176470588235294,0.391304347826087,51
"k_kish<=3 & n_studi_model<=1 & dominato",3,0.176470588235294,0.391304347826087,51
"k_kish<=4 & n_studi_model<=1 & dominato",3,0.176470588235294,0.391304347826087,51
"k_kish<=4 & I2_med<=70 & controllo_veicolo",3,0.176470588235294,0.391304347826087,51
"k_kish<=5 & n_studi_model<=1 & dominato",3,0.176470588235294,0.391304347826087,51
"n_studi_model<=1 & n_studi_model<=2 & dominato",3,0.176470588235294,0.391304347826087,51
"n_studi_model<=1 & dominato & verso_gain",3,0.176470588235294,0.391304347826087,51
"dominato & !dominato_da_modello & !entita_NCBITaxon",3,0.176470588235294,0.391304347826087,51
"k_effective<=5 & I2_med<=70 & !entita_STR",3,0.176470588235294,0.260869565217391,34
"k_effective<=8 & I2_med<=70 & !stessi_membri",3,0.176470588235294,0.260869565217391,34
"k_kish<=3 & I2_med<=70 & !entita_STR",3,0.176470588235294,0.260869565217391,34
"I2_med<=70 & !dominato_da_modello & !stessi_membri",3,0.176470588235294,0.260869565217391,34
"k_effective<=5 & n_studi_model<=0 & frazione_efficace>=0.6",3,0.176470588235294,0.130434782608696,17
"k_effective<=5 & I2_med<=50 & !stessi_membri",3,0.176470588235294,0.130434782608696,17
"k_kish<=4 & n_studi_model<=0 & frazione_efficace>=0.6",3,0.176470588235294,0.130434782608696,17
"k_kish<=4 & n_studi_model<=0 & !entita_STR",3,0.176470588235294,0.130434782608696,17
"n_studi_model<=0 & frazione_efficace>=0.6 & !ramo_anchor",3,0.176470588235294,0.130434782608696,17
"n_studi_model<=2 & materiale_misto & !entita_MeSH",3,0.176470588235294,0.130434782608696,17
"frazione_efficace>=0.5 & materiale_misto & !entita_MeSH",3,0.176470588235294,0.130434782608696,17
"frazione_efficace>=0.5 & materiale_misto & !entita_NCBITaxon",3,0.176470588235294,0.130434782608696,17
"frazione_efficace>=0.6 & I2_med<=60 & !entita_MeSH",3,0.176470588235294,0.130434782608696,17
"materiale_misto & !entita_MeSH & !ramo_anchor",3,0.176470588235294,0.130434782608696,17
"materiale_misto & !entita_NCBITaxon & !ramo_anchor",3,0.176470588235294,0.130434782608696,17
"k_kish<=4 & !stessi_membri",2,0.175438596491228,0.434782608695652,57
"k_effective<=8 & dominato & !entita_MeSH",3,0.175438596491228,0.434782608695652,57
"k_effective<=10 & k_kish<=4 & !stessi_membri",3,0.175438596491228,0.434782608695652,57
"k_kish<=4 & k_kish<=5 & !stessi_membri",3,0.175438596491228,0.434782608695652,57
"k_kish<=4 & !stessi_membri & controllo_veicolo",3,0.175438596491228,0.434782608695652,57
"k_kish<=4 & !stessi_membri & verso_gain",3,0.175438596491228,0.434782608695652,57
"k_effective<=5 & k_kish<=3 & !stessi_membri",3,0.175,0.304347826086957,40
"k_effective<=6 & k_kish<=3 & !stessi_membri",3,0.175,0.304347826086957,40
"k_kish<=3 & I2_med<=70 & controllo_veicolo",3,0.173913043478261,0.347826086956522,46
"k_kish<=2 & I2_med<=70 & !entita_STR",3,0.173913043478261,0.173913043478261,23
"k_kish<=2 & !entita_STR & !entita_NCBITaxon",3,0.173913043478261,0.173913043478261,23
"k_kish<=2 & !entita_STR & !ramo_anchor",3,0.173913043478261,0.173913043478261,23
"n_studi_model<=1 & frazione_efficace>=0.6 & I2_med<=70",3,0.173913043478261,0.173913043478261,23
"n_studi_model<=2 & dominato",2,0.172413793103448,0.434782608695652,58
"dominato & !entita_MeSH",2,0.172413793103448,0.434782608695652,58
"k_effective<=8 & n_studi_model<=2 & dominato",3,0.172413793103448,0.434782608695652,58
"k_effective<=10 & n_studi_model<=2 & dominato",3,0.172413793103448,0.434782608695652,58
"k_effective<=10 & dominato & !entita_MeSH",3,0.172413793103448,0.434782608695652,58
"k_kish<=3 & n_studi_model<=2 & dominato",3,0.172413793103448,0.434782608695652,58
"k_kish<=3 & dominato & !entita_MeSH",3,0.172413793103448,0.434782608695652,58
"k_kish<=4 & n_studi_model<=2 & dominato",3,0.172413793103448,0.434782608695652,58
"k_kish<=4 & dominato & !entita_MeSH",3,0.172413793103448,0.434782608695652,58
"k_kish<=5 & n_studi_model<=2 & dominato",3,0.172413793103448,0.434782608695652,58
"k_kish<=5 & dominato & !entita_MeSH",3,0.172413793103448,0.434782608695652,58
"n_studi_model<=2 & dominato & verso_gain",3,0.172413793103448,0.434782608695652,58
"dominato & !entita_MeSH & verso_gain",3,0.172413793103448,0.434782608695652,58
"k_effective<=10 & I2_med<=70 & !stessi_membri",3,0.171428571428571,0.260869565217391,35
"n_studi_model<=2 & I2_med<=70 & !stessi_membri",3,0.171428571428571,0.260869565217391,35
"I2_med<=70 & !stessi_membri & !entita_NCBITaxon",3,0.171428571428571,0.260869565217391,35
"k_kish<=3 & !stessi_membri & !entita_NCBITaxon",3,0.170731707317073,0.304347826086957,41
"k_kish<=4 & !stessi_membri & !entita_STR",3,0.170212765957447,0.347826086956522,47
"n_studi_model<=2 & dominato & !dominato_da_modello",3,0.169811320754717,0.391304347826087,53
"k_effective<=8 & dominato",2,0.169491525423729,0.434782608695652,59
"k_effective<=8 & k_effective<=10 & dominato",3,0.169491525423729,0.434782608695652,59
"k_effective<=8 & k_kish<=3 & dominato",3,0.169491525423729,0.434782608695652,59
"k_effective<=8 & k_kish<=4 & dominato",3,0.169491525423729,0.434782608695652,59
"k_effective<=8 & k_kish<=5 & dominato",3,0.169491525423729,0.434782608695652,59
"k_effective<=8 & dominato & verso_gain",3,0.169491525423729,0.434782608695652,59
"dominato",1,0.166666666666667,0.434782608695652,60
"k_effective<=10 & dominato",2,0.166666666666667,0.434782608695652,60
"k_kish<=3 & dominato",2,0.166666666666667,0.434782608695652,60
"k_kish<=4 & dominato",2,0.166666666666667,0.434782608695652,60
"k_kish<=5 & dominato",2,0.166666666666667,0.434782608695652,60
"dominato & verso_gain",2,0.166666666666667,0.434782608695652,60
"k_effective<=10 & k_kish<=3 & dominato",3,0.166666666666667,0.434782608695652,60
"k_effective<=10 & k_kish<=4 & dominato",3,0.166666666666667,0.434782608695652,60
"k_effective<=10 & k_kish<=5 & dominato",3,0.166666666666667,0.434782608695652,60
"k_effective<=10 & dominato & verso_gain",3,0.166666666666667,0.434782608695652,60
"k_kish<=3 & k_kish<=4 & dominato",3,0.166666666666667,0.434782608695652,60
"k_kish<=3 & k_kish<=5 & dominato",3,0.166666666666667,0.434782608695652,60
"k_kish<=3 & dominato & verso_gain",3,0.166666666666667,0.434782608695652,60
"k_kish<=4 & k_kish<=5 & dominato",3,0.166666666666667,0.434782608695652,60
"k_kish<=4 & dominato & verso_gain",3,0.166666666666667,0.434782608695652,60
"k_kish<=5 & dominato & verso_gain",3,0.166666666666667,0.434782608695652,60
"k_effective<=8 & dominato & !dominato_da_modello",3,0.166666666666667,0.391304347826087,54
"dominato & !materiale_misto & controllo_veicolo",3,0.166666666666667,0.347826086956522,48
"k_effective<=8 & k_kish<=3 & !stessi_membri",3,0.166666666666667,0.304347826086957,42
"k_kish<=3 & n_studi_model<=2 & !stessi_membri",3,0.166666666666667,0.304347826086957,42
"k_kish<=3 & !dominato_da_modello & !stessi_membri",3,0.166666666666667,0.304347826086957,42
"I2_med<=70 & !stessi_membri",2,0.166666666666667,0.260869565217391,36
"k_effective<=6 & I2_med<=70 & !entita_STR",3,0.166666666666667,0.260869565217391,36
"k_kish<=3 & !stessi_membri & !entita_STR",3,0.166666666666667,0.260869565217391,36
"k_kish<=3 & !stessi_membri & !ramo_anchor",3,0.166666666666667,0.260869565217391,36
"k_kish<=5 & I2_med<=70 & !stessi_membri",3,0.166666666666667,0.260869565217391,36
"I2_med<=70 & !stessi_membri & controllo_veicolo",3,0.166666666666667,0.260869565217391,36
"I2_med<=70 & !stessi_membri & verso_gain",3,0.166666666666667,0.260869565217391,36
"I2_med<=70 & !entita_STR & !entita_NCBITaxon",3,0.166666666666667,0.260869565217391,36
"k_effective<=5 & I2_med<=70 & !stessi_membri",3,0.166666666666667,0.217391304347826,30
"n_studi_model<=1 & I2_med<=70 & !entita_STR",3,0.166666666666667,0.217391304347826,30
"k_effective<=4 & k_kish<=2 & !entita_STR",3,0.166666666666667,0.173913043478261,24
"k_kish<=2 & !dominato_da_modello & !entita_STR",3,0.166666666666667,0.173913043478261,24
"frazione_efficace>=0.6 & I2_med<=70 & !entita_NCBITaxon",3,0.166666666666667,0.173913043478261,24
"k_effective<=3 & k_kish<=2 & !entita_STR",3,0.166666666666667,0.130434782608696,18
"frazione_efficace>=0.5 & materiale_misto & controllo_veicolo",3,0.166666666666667,0.130434782608696,18
"frazione_efficace>=0.6 & I2_med<=60 & !ramo_anchor",3,0.166666666666667,0.130434782608696,18
"I2_med<=50 & !stessi_membri & !ramo_anchor",3,0.166666666666667,0.130434782608696,18
"frazione_efficace>=0.5 & ramo_anchor",2,0.166666666666667,0.0869565217391304,12
"frazione_efficace>=0.7 & I2_med<=70",2,0.166666666666667,0.0869565217391304,12
"I2_med<=60 & materiale_misto",2,0.166666666666667,0.0869565217391304,12
"!materiale_misto & ramo_anchor",2,0.166666666666667,0.0869565217391304,12
"k_effective<=3 & frazione_efficace>=0.6 & I2_med<=60",3,0.166666666666667,0.0869565217391304,12
"k_effective<=3 & I2_med<=50 & !stessi_membri",3,0.166666666666667,0.0869565217391304,12
"k_effective<=5 & frazione_efficace>=0.6 & stessi_membri",3,0.166666666666667,0.0869565217391304,12
"k_effective<=5 & frazione_efficace>=0.7 & I2_med<=70",3,0.166666666666667,0.0869565217391304,12
"k_effective<=6 & frazione_efficace>=0.6 & stessi_membri",3,0.166666666666667,0.0869565217391304,12
"k_effective<=6 & frazione_efficace>=0.7 & I2_med<=70",3,0.166666666666667,0.0869565217391304,12
"k_effective<=8 & frazione_efficace>=0.7 & I2_med<=70",3,0.166666666666667,0.0869565217391304,12
"k_effective<=8 & I2_med<=70 & materiale_misto",3,0.166666666666667,0.0869565217391304,12
"k_effective<=8 & materiale_misto & !ramo_anchor",3,0.166666666666667,0.0869565217391304,12
"k_effective<=10 & frazione_efficace>=0.5 & materiale_misto",3,0.166666666666667,0.0869565217391304,12
"k_effective<=10 & frazione_efficace>=0.7 & I2_med<=70",3,0.166666666666667,0.0869565217391304,12
"k_effective<=10 & I2_med<=70 & materiale_misto",3,0.166666666666667,0.0869565217391304,12
"k_effective<=10 & !materiale_misto & ramo_anchor",3,0.166666666666667,0.0869565217391304,12
"k_effective<=10 & !stessi_membri & ramo_anchor",3,0.166666666666667,0.0869565217391304,12
"k_kish<=2 & frazione_efficace>=0.6 & !dominato_da_modello",3,0.166666666666667,0.0869565217391304,12
"k_kish<=2 & frazione_efficace>=0.6 & !entita_NCBITaxon",3,0.166666666666667,0.0869565217391304,12
"k_kish<=4 & frazione_efficace>=0.6 & stessi_membri",3,0.166666666666667,0.0869565217391304,12
"k_kish<=4 & frazione_efficace>=0.7 & I2_med<=70",3,0.166666666666667,0.0869565217391304,12
"k_kish<=5 & frazione_efficace>=0.6 & stessi_membri",3,0.166666666666667,0.0869565217391304,12
"k_kish<=5 & frazione_efficace>=0.7 & I2_med<=70",3,0.166666666666667,0.0869565217391304,12
"k_kish<=5 & I2_med<=60 & materiale_misto",3,0.166666666666667,0.0869565217391304,12
"n_studi_model<=1 & frazione_efficace>=0.6 & stessi_membri",3,0.166666666666667,0.0869565217391304,12
"n_studi_model<=1 & !materiale_misto & ramo_anchor",3,0.166666666666667,0.0869565217391304,12
"n_studi_model<=2 & frazione_efficace>=0.6 & materiale_misto",3,0.166666666666667,0.0869565217391304,12
"n_studi_model<=2 & frazione_efficace>=0.7 & I2_med<=70",3,0.166666666666667,0.0869565217391304,12
"n_studi_model<=2 & I2_med<=60 & materiale_misto",3,0.166666666666667,0.0869565217391304,12
"n_studi_model<=2 & !materiale_misto & ramo_anchor",3,0.166666666666667,0.0869565217391304,12
"n_studi_model<=2 & !stessi_membri & ramo_anchor",3,0.166666666666667,0.0869565217391304,12
"frazione_efficace>=0.5 & frazione_efficace>=0.7 & I2_med<=70",3,0.166666666666667,0.0869565217391304,12
"frazione_efficace>=0.5 & !dominato_da_modello & ramo_anchor",3,0.166666666666667,0.0869565217391304,12
"frazione_efficace>=0.5 & !entita_NCBITaxon & ramo_anchor",3,0.166666666666667,0.0869565217391304,12
"frazione_efficace>=0.5 & ramo_anchor & verso_gain",3,0.166666666666667,0.0869565217391304,12
"frazione_efficace>=0.6 & frazione_efficace>=0.7 & I2_med<=70",3,0.166666666666667,0.0869565217391304,12
"frazione_efficace>=0.6 & !dominato & materiale_misto",3,0.166666666666667,0.0869565217391304,12
"frazione_efficace>=0.6 & !materiale_misto & stessi_membri",3,0.166666666666667,0.0869565217391304,12
"frazione_efficace>=0.6 & !materiale_misto & entita_STR",3,0.166666666666667,0.0869565217391304,12
"frazione_efficace>=0.6 & !dominato_da_modello & stessi_membri",3,0.166666666666667,0.0869565217391304,12
"frazione_efficace>=0.6 & stessi_membri & !entita_MeSH",3,0.166666666666667,0.0869565217391304,12
"frazione_efficace>=0.7 & I2_med<=70 & !entita_NCBITaxon",3,0.166666666666667,0.0869565217391304,12
"frazione_efficace>=0.7 & I2_med<=70 & controllo_veicolo",3,0.166666666666667,0.0869565217391304,12
"frazione_efficace>=0.7 & I2_med<=70 & verso_gain",3,0.166666666666667,0.0869565217391304,12
"I2_med<=60 & I2_med<=70 & materiale_misto",3,0.166666666666667,0.0869565217391304,12
"I2_med<=60 & materiale_misto & !entita_NCBITaxon",3,0.166666666666667,0.0869565217391304,12
"I2_med<=60 & materiale_misto & controllo_veicolo",3,0.166666666666667,0.0869565217391304,12
"I2_med<=60 & materiale_misto & verso_gain",3,0.166666666666667,0.0869565217391304,12
"!dominato & materiale_misto & !entita_NCBITaxon",3,0.166666666666667,0.0869565217391304,12
"!materiale_misto & !dominato_da_modello & ramo_anchor",3,0.166666666666667,0.0869565217391304,12
"!materiale_misto & !entita_NCBITaxon & ramo_anchor",3,0.166666666666667,0.0869565217391304,12
"!materiale_misto & ramo_anchor & controllo_veicolo",3,0.166666666666667,0.0869565217391304,12
"!materiale_misto & ramo_anchor & verso_gain",3,0.166666666666667,0.0869565217391304,12
"dominato & !dominato_da_modello",2,0.163636363636364,0.391304347826087,55
"k_effective<=5 & dominato & controllo_veicolo",3,0.163636363636364,0.391304347826087,55
"k_effective<=6 & dominato & controllo_veicolo",3,0.163636363636364,0.391304347826087,55
"k_effective<=10 & dominato & !dominato_da_modello",3,0.163636363636364,0.391304347826087,55
"k_kish<=3 & dominato & !dominato_da_modello",3,0.163636363636364,0.391304347826087,55
"k_kish<=4 & dominato & !dominato_da_modello",3,0.163636363636364,0.391304347826087,55
"k_kish<=5 & dominato & !dominato_da_modello",3,0.163636363636364,0.391304347826087,55
"dominato & !dominato_da_modello & !entita_MeSH",3,0.163636363636364,0.391304347826087,55
"dominato & !dominato_da_modello & verso_gain",3,0.163636363636364,0.391304347826087,55
"dominato & !entita_NCBITaxon & controllo_veicolo",3,0.163636363636364,0.391304347826087,55
"I2_med<=70 & dominato & controllo_veicolo",3,0.162790697674419,0.304347826086957,43
"k_effective<=8 & I2_med<=70 & !entita_STR",3,0.162162162162162,0.260869565217391,37
"n_studi_model<=2 & I2_med<=70 & !entita_STR",3,0.162162162162162,0.260869565217391,37
"I2_med<=70 & dominato & !entita_STR",3,0.161290322580645,0.217391304347826,31
"I2_med<=70 & !materiale_misto & !entita_STR",3,0.161290322580645,0.217391304347826,31
"I2_med<=70 & !stessi_membri & !ramo_anchor",3,0.161290322580645,0.217391304347826,31
"n_studi_model<=1 & dominato & controllo_veicolo",3,0.16,0.347826086956522,50
"frazione_efficace>=0.6 & I2_med<=70",2,0.16,0.173913043478261,25
"k_effective<=5 & k_kish<=2 & !entita_STR",3,0.16,0.173913043478261,25
"k_effective<=6 & k_kish<=2 & !entita_STR",3,0.16,0.173913043478261,25
"k_effective<=6 & frazione_efficace>=0.6 & I2_med<=70",3,0.16,0.173913043478261,25
"k_effective<=8 & frazione_efficace>=0.6 & I2_med<=70",3,0.16,0.173913043478261,25
"k_effective<=10 & frazione_efficace>=0.6 & I2_med<=70",3,0.16,0.173913043478261,25
"k_kish<=2 & n_studi_model<=2 & !entita_STR",3,0.16,0.173913043478261,25
"k_kish<=2 & !entita_STR & !entita_MeSH",3,0.16,0.173913043478261,25
"k_kish<=5 & frazione_efficace>=0.6 & I2_med<=70",3,0.16,0.173913043478261,25
"n_studi_model<=2 & frazione_efficace>=0.6 & I2_med<=70",3,0.16,0.173913043478261,25
"frazione_efficace>=0.5 & frazione_efficace>=0.6 & I2_med<=70",3,0.16,0.173913043478261,25
"frazione_efficace>=0.6 & I2_med<=70 & controllo_veicolo",3,0.16,0.173913043478261,25
"frazione_efficace>=0.6 & I2_med<=70 & verso_gain",3,0.16,0.173913043478261,25
"k_kish<=3 & !stessi_membri",2,0.159090909090909,0.304347826086957,44
"k_effective<=10 & k_kish<=3 & !stessi_membri",3,0.159090909090909,0.304347826086957,44
"k_kish<=3 & k_kish<=4 & !stessi_membri",3,0.159090909090909,0.304347826086957,44
"k_kish<=3 & k_kish<=5 & !stessi_membri",3,0.159090909090909,0.304347826086957,44
"k_kish<=3 & !stessi_membri & controllo_veicolo",3,0.159090909090909,0.304347826086957,44
"k_kish<=3 & !stessi_membri & verso_gain",3,0.159090909090909,0.304347826086957,44
"n_studi_model<=2 & dominato & controllo_veicolo",3,0.157894736842105,0.391304347826087,57
"dominato & !entita_MeSH & controllo_veicolo",3,0.157894736842105,0.391304347826087,57
"I2_med<=70 & !entita_STR",2,0.157894736842105,0.260869565217391,38
"k_effective<=4 & dominato & !entita_STR",3,0.157894736842105,0.260869565217391,38
"k_effective<=10 & I2_med<=70 & !entita_STR",3,0.157894736842105,0.260869565217391,38
"k_kish<=4 & I2_med<=70 & !entita_STR",3,0.157894736842105,0.260869565217391,38
"k_kish<=5 & I2_med<=70 & !entita_STR",3,0.157894736842105,0.260869565217391,38
"I2_med<=70 & !entita_STR & controllo_veicolo",3,0.157894736842105,0.260869565217391,38
"I2_med<=70 & !entita_STR & verso_gain",3,0.157894736842105,0.260869565217391,38
"dominato & !entita_STR & !ramo_anchor",3,0.157894736842105,0.260869565217391,38
"frazione_efficace>=0.5 & materiale_misto",2,0.157894736842105,0.130434782608696,19
"materiale_misto & !ramo_anchor",2,0.157894736842105,0.130434782608696,19
"k_effective<=4 & k_kish<=2 & !stessi_membri",3,0.157894736842105,0.130434782608696,19
"k_effective<=5 & frazione_efficace>=0.6 & I2_med<=60",3,0.157894736842105,0.130434782608696,19
"k_kish<=2 & !materiale_misto & !stessi_membri",3,0.157894736842105,0.130434782608696,19
"k_kish<=4 & frazione_efficace>=0.6 & I2_med<=60",3,0.157894736842105,0.130434782608696,19
"k_kish<=4 & I2_med<=50 & !stessi_membri",3,0.157894736842105,0.130434782608696,19
"n_studi_model<=2 & materiale_misto & !entita_NCBITaxon",3,0.157894736842105,0.130434782608696,19
"frazione_efficace>=0.5 & materiale_misto & verso_gain",3,0.157894736842105,0.130434782608696,19
"I2_med<=50 & !stessi_membri & !entita_MeSH",3,0.157894736842105,0.130434782608696,19
"I2_med<=60 & dominato & !stessi_membri",3,0.157894736842105,0.130434782608696,19
"I2_med<=60 & !stessi_membri & !entita_STR",3,0.157894736842105,0.130434782608696,19
"materiale_misto & !ramo_anchor & controllo_veicolo",3,0.157894736842105,0.130434782608696,19
"materiale_misto & !ramo_anchor & verso_gain",3,0.157894736842105,0.130434782608696,19
"I2_med<=70 & !stessi_membri & !entita_MeSH",3,0.15625,0.217391304347826,32
"k_effective<=8 & dominato & controllo_veicolo",3,0.155172413793103,0.391304347826087,58
"dominato & !entita_STR & !entita_NCBITaxon",3,0.153846153846154,0.260869565217391,39
"k_kish<=2 & !entita_STR",2,0.153846153846154,0.173913043478261,26
"k_effective<=3 & dominato & !entita_STR",3,0.153846153846154,0.173913043478261,26
"k_effective<=4 & I2_med<=70 & !stessi_membri",3,0.153846153846154,0.173913043478261,26
"k_effective<=8 & k_kish<=2 & !entita_STR",3,0.153846153846154,0.173913043478261,26
"k_effective<=10 & k_kish<=2 & !entita_STR",3,0.153846153846154,0.173913043478261,26
"k_kish<=2 & k_kish<=3 & !entita_STR",3,0.153846153846154,0.173913043478261,26
"k_kish<=2 & k_kish<=4 & !entita_STR",3,0.153846153846154,0.173913043478261,26
"k_kish<=2 & k_kish<=5 & !entita_STR",3,0.153846153846154,0.173913043478261,26
"k_kish<=2 & dominato & !entita_STR",3,0.153846153846154,0.173913043478261,26
"k_kish<=2 & !entita_STR & controllo_veicolo",3,0.153846153846154,0.173913043478261,26
"k_kish<=2 & !entita_STR & verso_gain",3,0.153846153846154,0.173913043478261,26
"k_kish<=2 & frazione_efficace>=0.6",2,0.153846153846154,0.0869565217391304,13
"frazione_efficace>=0.6 & stessi_membri",2,0.153846153846154,0.0869565217391304,13
"I2_med<=70 & materiale_misto",2,0.153846153846154,0.0869565217391304,13
"k_effective<=4 & k_kish<=2 & frazione_efficace>=0.6",3,0.153846153846154,0.0869565217391304,13
"k_effective<=5 & k_kish<=2 & frazione_efficace>=0.6",3,0.153846153846154,0.0869565217391304,13
"k_effective<=6 & k_kish<=2 & frazione_efficace>=0.6",3,0.153846153846154,0.0869565217391304,13
"k_effective<=8 & k_kish<=2 & frazione_efficace>=0.6",3,0.153846153846154,0.0869565217391304,13
"k_effective<=8 & n_studi_model<=1 & ramo_anchor",3,0.153846153846154,0.0869565217391304,13
"k_effective<=8 & frazione_efficace>=0.6 & stessi_membri",3,0.153846153846154,0.0869565217391304,13
"k_effective<=8 & materiale_misto & !entita_MeSH",3,0.153846153846154,0.0869565217391304,13
"k_effective<=10 & k_kish<=2 & frazione_efficace>=0.6",3,0.153846153846154,0.0869565217391304,13
"k_effective<=10 & frazione_efficace>=0.6 & stessi_membri",3,0.153846153846154,0.0869565217391304,13
"k_effective<=10 & materiale_misto & !ramo_anchor",3,0.153846153846154,0.0869565217391304,13
"k_kish<=2 & k_kish<=3 & frazione_efficace>=0.6",3,0.153846153846154,0.0869565217391304,13
"k_kish<=2 & k_kish<=4 & frazione_efficace>=0.6",3,0.153846153846154,0.0869565217391304,13
"k_kish<=2 & k_kish<=5 & frazione_efficace>=0.6",3,0.153846153846154,0.0869565217391304,13
"k_kish<=2 & n_studi_model<=1 & frazione_efficace>=0.6",3,0.153846153846154,0.0869565217391304,13
"k_kish<=2 & n_studi_model<=2 & frazione_efficace>=0.6",3,0.153846153846154,0.0869565217391304,13
"k_kish<=2 & frazione_efficace>=0.5 & frazione_efficace>=0.6",3,0.153846153846154,0.0869565217391304,13
"k_kish<=2 & frazione_efficace>=0.6 & dominato",3,0.153846153846154,0.0869565217391304,13
"k_kish<=2 & frazione_efficace>=0.6 & !entita_MeSH",3,0.153846153846154,0.0869565217391304,13
"k_kish<=2 & frazione_efficace>=0.6 & !ramo_anchor",3,0.153846153846154,0.0869565217391304,13
"k_kish<=2 & frazione_efficace>=0.6 & controllo_veicolo",3,0.153846153846154,0.0869565217391304,13
"k_kish<=2 & frazione_efficace>=0.6 & verso_gain",3,0.153846153846154,0.0869565217391304,13
"k_kish<=3 & n_studi_model<=0 & frazione_efficace>=0.6",3,0.153846153846154,0.0869565217391304,13
"k_kish<=5 & I2_med<=70 & materiale_misto",3,0.153846153846154,0.0869565217391304,13
"k_kish<=5 & materiale_misto & !entita_MeSH",3,0.153846153846154,0.0869565217391304,13
"n_studi_model<=2 & frazione_efficace>=0.6 & stessi_membri",3,0.153846153846154,0.0869565217391304,13
"n_studi_model<=2 & I2_med<=70 & materiale_misto",3,0.153846153846154,0.0869565217391304,13
"n_studi_model<=2 & materiale_misto & !entita_STR",3,0.153846153846154,0.0869565217391304,13
"frazione_efficace>=0.5 & frazione_efficace>=0.6 & stessi_membri",3,0.153846153846154,0.0869565217391304,13
"frazione_efficace>=0.5 & !dominato & materiale_misto",3,0.153846153846154,0.0869565217391304,13
"frazione_efficace>=0.6 & I2_med<=60 & !entita_STR",3,0.153846153846154,0.0869565217391304,13
"frazione_efficace>=0.6 & materiale_misto & !dominato_da_modello",3,0.153846153846154,0.0869565217391304,13
