"cluster_id","agent_id","nome_llm","nome_vero","src","entity","scatta_llm","scatterebbe_vero","nel_deliverable"
"cgroup_L5_bc917543","MeSH:D013272","gastric disease","Stomach Diseases","STR","STR:diabetic_gastroparetics",FALSE,FALSE,FALSE
"cgroup_L5_bc95f801","HGNC:29926","NOP58","NOP58","STR","STR:sirna_targeting_nop58",FALSE,FALSE,FALSE
"cgroup_L5_bca0db48","NCBITaxon:37296","Kaposi's sarcoma-associated herpesvirus",NA,"STR","STR:rkshv_219",FALSE,FALSE,FALSE
"cgroup_L5_bcaa0f0b","CHEBI:133661","hyocholate","hyocholate","onto","CHEBI:138156",FALSE,FALSE,FALSE
"cgroup_L5_bcad956b","CHEBI:7896","palmitate","hexadecanoate","STR","STR:r305_vcs",FALSE,FALSE,FALSE
"cgroup_L5_bcb36a0b","STR:redact_tr","redact-tr",NA,"STR","STR:redact_tr",FALSE,FALSE,FALSE
"cgroup_L5_bcba05c0","HGNC:6616","LIMS1","LIMS1","STR","STR:nrasq61r_knockdown",FALSE,FALSE,FALSE
"cgroup_L5_bcbf93ea","HGNC:4170","GATA1","GATA1","onto","HGNC:4172",FALSE,FALSE,FALSE
"cgroup_L5_bcbfd799","CHEBI:231345+CHEBI:30780","ER 27319 maleate + maleate(2−)",NA,"anchor","CHEBI:231345+CHEBI:30780",TRUE,FALSE,FALSE
"cgroup_L5_bcc63f33","MeSH:D007889","Uterine Fibroid","Leiomyoma","STR","STR:term_pregnant_in_active_labor_til",FALSE,FALSE,FALSE
"cgroup_L5_bcca0d44","STR:la related protein 4a","La related protein 4A",NA,"STR","STR:sirna_targeting_larp4a",FALSE,FALSE,FALSE
"cgroup_L5_bcd28df2","CHEBI:35289","1,2,3-trichlorobenzene","1,2,3-trichlorobenzene","STR","STR:17b_estradiol",FALSE,FALSE,FALSE
"cgroup_L5_bcd65cec","CHEBI:156287+CHEBI:85990","CX-5461 + panobinostat",NA,"COMBO","COMBO:cx-5461+panobinostat",TRUE,FALSE,FALSE
"cgroup_L5_bcda3251","MeSH:D003110","colon cancer","Colonic Neoplasms","onto","CHEBI:18050",FALSE,FALSE,FALSE
"cgroup_L5_bcdb18c1","UNK",NA,NA,"STR","STR:pre_mirnt1",FALSE,FALSE,FALSE
"cgroup_L5_bcdb6867","HGNC:11744","TFAP2C","TFAP2C","STR","STR:rorc_sirna",FALSE,FALSE,FALSE
"cgroup_L5_bce06b0c","CHEBI:78030","LGK974","LGK974","onto","CHEBI:78030",FALSE,FALSE,FALSE
"cgroup_L5_bce69163","CHEBI:17996","chloride","chloride","STR","STR:3_dha",FALSE,FALSE,FALSE
"cgroup_L5_bcee1372","STR:epidermal growth factor","Epidermal Growth Factor",NA,"onto","HGNC:3229",FALSE,FALSE,FALSE
"cgroup_L5_bcf2a079","CHEMBL:CHEMBL4650285","TEMUTERKIB",NA,"COMBO","COMBO:ly3214996+rmc4550",FALSE,FALSE,FALSE
"cgroup_L5_bcfb447b","HGNC:2339","CRABP2","CRABP2","STR","STR:crabp2_overexpression",FALSE,FALSE,FALSE
"cgroup_L5_bcfdb2ad","MeSH:D011371","Hutchinson-Gilford Progeria Syndrome","Progeria","onto","MeSH:D011371",FALSE,FALSE,FALSE
"cgroup_L5_bcfee437","STR:laminar shear stress","laminar shear stress",NA,"anchor","STR:laminar shear stress",TRUE,FALSE,FALSE
"cgroup_L5_bcff8402","HGNC:13486","USP27X","USP27X","onto","HGNC:13486",FALSE,FALSE,FALSE
"cgroup_L5_bd0a04fd","NCBITaxon:1773","mycobacteriumtuberculosis",NA,"COMBO","COMBO:inh+mycobacterium tuberculosis",FALSE,FALSE,FALSE
"cgroup_L5_bd0cb0b2","HGNC:1101","BRCA2","BRCA2","STR","STR:silnc00992_3",FALSE,FALSE,FALSE
"cgroup_L5_bd12520b","HGNC:16666","KIF9","KIF9","STR","STR:hdm_extract",FALSE,FALSE,FALSE
"cgroup_L5_bd19fe42","MeSH:D006528","Carcinoma, Hepatocellular","Carcinoma, Hepatocellular","anchor","MeSH:D006528",TRUE,TRUE,TRUE
"cgroup_L5_bd1a7887","CHEBI:17000","tropate","tropate","onto","HGNC:3676",FALSE,FALSE,FALSE
"cgroup_L5_bd1aec3b","MeSH:D016922","Cellular Senescence","Cellular Senescence","STR","STR:replicative_senescence",FALSE,FALSE,FALSE
"cgroup_L5_bd23a7f7","UNK",NA,NA,"STR","STR:mir_330_3p_mimic",FALSE,FALSE,FALSE
"cgroup_L5_bd253b07","HGNC:30288","DTL","DTL","STR","STR:cdt2_v5_overexpression",FALSE,FALSE,FALSE
"cgroup_L5_bd26da54","CHEBI:27504","Mitomycin C","mitomycin C","STR","STR:anta",FALSE,FALSE,FALSE
"cgroup_L5_bd27933e","MeSH:D003110","colon cancer","Colonic Neoplasms","STR","STR:no_vit_a",FALSE,FALSE,FALSE
"cgroup_L5_bd350592","STR:op9-dll1","OP9-DLL1",NA,"STR","STR:lie_hes1",FALSE,FALSE,FALSE
"cgroup_L5_bd36b3ac","HGNC:11620","ELOA","ELOA","STR","STR:tbx5_knockdown",FALSE,FALSE,FALSE
"cgroup_L5_bd377d82","HGNC:16623","RUNX1-IT1","RUNX1-IT1","STR","STR:shyap1",FALSE,FALSE,FALSE
"cgroup_L5_bd3d7a50","STR:force into suspension","force into suspension",NA,"anchor","STR:force into suspension",TRUE,FALSE,FALSE
"cgroup_L5_bd3f4126","HGNC:16623","RUNX1-IT1","RUNX1-IT1","STR","STR:aso_it1_1",FALSE,FALSE,FALSE
"cgroup_L5_bd40f34f","HGNC:6016","IL5","IL5","onto","HGNC:5977",FALSE,FALSE,TRUE
"cgroup_L5_bd5d0f1d","HGNC:3447","ERH","ERH","onto","HGNC:3821",FALSE,FALSE,FALSE
"cgroup_L5_bd5e9920","HGNC:12776","WNT11","WNT11","onto","HGNC:12776",FALSE,FALSE,FALSE
"cgroup_L5_bd6505c0","HGNC:16999","CLP1","CLP1","onto","CHEBI:207493",FALSE,FALSE,FALSE
"cgroup_L5_bd717e4d","HGNC:24008","MIA3","MIA3","STR","STR:mia3_sirna",FALSE,FALSE,FALSE
"cgroup_L5_bd732cc4","CHEBI:27899","cisplatin","cisplatin","COMBO","COMBO:cisplatin+pictilisib",TRUE,TRUE,FALSE
"cgroup_L5_bd7a1ad7","STR:flagellin","Flagellin",NA,"anchor","STR:flagellin",TRUE,FALSE,FALSE
"cgroup_L5_bd7f6e59","CHEBI:36706","r848-","resiquimod","onto","CHEBI:36706",FALSE,FALSE,FALSE
"cgroup_L5_bd84dd90","HGNC:13075","ZNF281","ZNF281","STR","STR:zeb1",FALSE,FALSE,FALSE
"cgroup_L5_bd854a64","MeSH:D000741","Anemia, Aplastic","Anemia, Aplastic","anchor","MeSH:D000741",TRUE,TRUE,FALSE
"cgroup_L5_bd8da9b9","HGNC:6752","M6PR","M6PR","STR","STR:nlgn1",FALSE,FALSE,FALSE
"cgroup_L5_bd94e86c","HGNC:11111","SMC1A","SMC1A","STR","STR:smg7ko",FALSE,FALSE,FALSE
"cgroup_L5_bd95ebf1","STR:mitral valve prolapse","Mitral Valve Prolapse",NA,"anchor","STR:mitral valve prolapse",TRUE,FALSE,FALSE
"cgroup_L5_bd9ede0e","CHEBI:16412","lipopolysaccharide","lipopolysaccharide","COMBO","COMBO:lps+tlr4",FALSE,FALSE,FALSE
"cgroup_L5_bda4312f","CHEBI:2549","albuterol","albuterol","onto","CHEBI:2549",FALSE,FALSE,FALSE
"cgroup_L5_bdac238d","HGNC:25787","CENPT","CENPT","STR","STR:sirna_cenpt",FALSE,FALSE,FALSE
"cgroup_L5_bdaffff1","UNK",NA,NA,"onto","HGNC:25996",FALSE,FALSE,FALSE
"cgroup_L5_bdb1f2e3","HGNC:16918","SYNCRIP","SYNCRIP","STR","STR:anti_hnrnpr",FALSE,FALSE,FALSE
"cgroup_L5_bdb890b3","CHEBI:34741","equol","equol","anchor","CHEBI:34741",TRUE,TRUE,FALSE
"cgroup_L5_bdc31522","HGNC:26259","ZC3H12A","ZC3H12A","onto","HGNC:26259",FALSE,FALSE,FALSE
"cgroup_L5_bdcbc515","MeSH:D015470","acute myeloid leukemia","Leukemia, Myeloid, Acute","STR","STR:month_2_anti_pd_1_therapy",FALSE,FALSE,FALSE
"cgroup_L5_bdd178fc","MeSH:D009369","cancer","Neoplasms","STR","STR:shock_fu",FALSE,FALSE,FALSE
"cgroup_L5_bdd2f10b","STR:ifn_gamma_500_units_chloroquin_10_microm","ifn gamma 500 units+chloroquin 10 microm",NA,"COMBO","COMBO:chloroquine+ifn gamma",FALSE,FALSE,FALSE
"cgroup_L5_bdd52988","CHEBI:63791","lenalidomide","lenalidomide","STR","STR:len_runxi3",FALSE,FALSE,FALSE
"cgroup_L5_bddd4395","STR:pancreatic_ductal_adenocarcinoma","pancreatic ductal adenocarcinoma",NA,"STR","STR:resistant_to_gem",FALSE,FALSE,FALSE
"cgroup_L5_bddd540a","MeSH:D014466","ultraviolet radiation","Ultraviolet Rays","STR","STR:ssuvr_6_j_cm2_5_repetitive",FALSE,FALSE,FALSE
"cgroup_L5_bddf53c4","HGNC:2438","CSF3","CSF3","COMBO","COMBO:g-csf+il-4",FALSE,FALSE,FALSE
"cgroup_L5_bddfa5b8","CHEBI:94793","pimasertib","pimasertib","COMBO","COMBO:pimasertib+sar405839",TRUE,TRUE,FALSE
"cgroup_L5_bde506f8","CHEBI:18357","norepinephrine","(<i>R</i>)-noradrenaline","STR","STR:p53r175h",FALSE,FALSE,FALSE
"cgroup_L5_bdef1a78","MeSH:D002292","renal cell carcinoma","Carcinoma, Renal Cell","STR","STR:xp11_renal_carcinoma",FALSE,FALSE,FALSE
"cgroup_L5_bdeffc97","STR:3r4f","3r4f",NA,"STR","STR:3r4f",FALSE,FALSE,FALSE
"cgroup_L5_be02b8b5","HGNC:13765","IL25","IL25","STR","STR:moderate_12wpi",FALSE,FALSE,FALSE
"cgroup_L5_be077562","HGNC:31542","MIR155","MIR155","STR","STR:mir_155_mimic",FALSE,FALSE,FALSE
"cgroup_L5_be0821af","HGNC:11204","SOX9","SOX9","STR","STR:sisox9",FALSE,FALSE,FALSE
"cgroup_L5_be125bef","UNK",NA,NA,"STR","STR:fusr521h_mutant",FALSE,FALSE,FALSE
"cgroup_L5_be14d3ce","CHEBI:16762","ferrocytochrome <em>b</em><small><sub>1</sub></small>","ferrocytochrome <em>b</em><small><sub>1</sub></small>","COMBO","COMBO:4-hdha+tnf-",FALSE,FALSE,FALSE
"cgroup_L5_be15b706","HGNC:6017","IL5RA","IL5RA","onto","HGNC:5973",FALSE,FALSE,TRUE
"cgroup_L5_be161eac","CHEBI:16412","Lipopolysaccharide","lipopolysaccharide","COMBO","COMBO:il4+lps",FALSE,FALSE,FALSE
"cgroup_L5_be1768a9","UNK",NA,NA,"STR","STR:z_don_z006_pbs",FALSE,FALSE,FALSE
"cgroup_L5_be1cc675","HGNC:30377","SCRIB","SCRIB","COMBO","COMBO:cyclic adenosine monophosphate+medroxyprogesterone",FALSE,FALSE,FALSE
"cgroup_L5_be224ba1","UNK",NA,NA,"STR","STR:irradiated_bm",FALSE,FALSE,FALSE
"cgroup_L5_be26c9fc","HGNC:6001","IL2","IL2","STR","STR:5_anti_cd3_antibody",FALSE,FALSE,FALSE
"cgroup_L5_be3269ed","HGNC:2326","CPSF3","CPSF3","STR","STR:sicpsf73",FALSE,FALSE,FALSE
"cgroup_L5_be3d65c3","MeSH:D010634","Phenobarbital","Phenobarbital","onto","MeSH:D010634",FALSE,FALSE,FALSE
"cgroup_L5_be3deffc","CHEBI:4031","cyclosporin A","cyclosporin A","onto","CHEBI:4031",FALSE,FALSE,FALSE
"cgroup_L5_be42fe35","HGNC:11912","TNFRSF14","TNFRSF14","STR","STR:shrna_mxi1",FALSE,FALSE,FALSE
"cgroup_L5_be440f26","CHEBI:16412","lipopolysaccharide","lipopolysaccharide","COMBO","COMBO:gmcsf+ifng+lps+sodium palmitate",FALSE,FALSE,FALSE
"cgroup_L5_be4586d0","STR:ccoc","ccoc",NA,"STR","STR:dg1186",FALSE,FALSE,FALSE
"cgroup_L5_be5d62de","NCBITaxon:5658","Leishmania",NA,"STR","STR:3_rounds_to_cure_environmental_perturbation",FALSE,FALSE,FALSE
"cgroup_L5_be5ec346","MeSH:D015470","acute myeloid leukemia","Leukemia, Myeloid, Acute","STR","STR:moderate_initial_outbreak",FALSE,FALSE,FALSE
"cgroup_L5_be631dab","CHEBI:68642","abiraterone","abiraterone","STR","STR:acbi",FALSE,FALSE,FALSE
"cgroup_L5_be6594d5","HGNC:11477","MED22","MED22","STR","STR:shtead1",FALSE,FALSE,FALSE
"cgroup_L5_be65ee79","UNK",NA,NA,"STR","STR:high_gc",FALSE,FALSE,FALSE
"cgroup_L5_be6718c3","CHEBI:233310","Mubritinib","Mubritinib","onto","CHEBI:233310",FALSE,FALSE,FALSE
"cgroup_L5_be69771e","CHEBI:6716","Medroxyprogesterone acetate","medroxyprogesterone acetate","onto","CHEBI:6716",FALSE,FALSE,FALSE
"cgroup_L5_be69d621","CHEBI:89618","1-oleoyl-2-[(8<i>Z</i>,11<i>Z</i>,14<i>Z</i>)-icosatrienoyl]-<em>sn</em>-glycero-3-phosphocholine","1-oleoyl-2-[(8<i>Z</i>,11<i>Z</i>,14<i>Z</i>)-icosatrienoyl]-<em>sn</em>-glycero-3-phosphocholine","STR","STR:rspo_rep1",FALSE,FALSE,FALSE
"cgroup_L5_be6bc827","MeSH:D011371","Hutchinson-Gilford Progeria Syndrome","Progeria","STR","STR:hgps_phenotype_6",FALSE,FALSE,FALSE
"cgroup_L5_be74cba6","UNK",NA,NA,"STR","STR:12_spmn_progenitors",FALSE,FALSE,FALSE
"cgroup_L5_be78ddf7","HGNC:27610","RPL22L1","RPL22L1","STR","STR:rpl22l1a",FALSE,FALSE,FALSE
"cgroup_L5_be7d2c6c","MeSH:D000077216","Carcinoma, Ovarian Epithelial","Carcinoma, Ovarian Epithelial","anchor","MeSH:D000077216",TRUE,TRUE,FALSE
"cgroup_L5_be7d9144","HGNC:12500","UBE4B","UBE4B","onto","HGNC:12612",FALSE,FALSE,FALSE
"cgroup_L5_be837a6f","CHEBI:84491","poly(I:C)","poly(I:C)","onto","CHEBI:84491",FALSE,FALSE,FALSE
"cgroup_L5_be86b903","HGNC:11604","TBX5","TBX5","STR","STR:sitbx2",FALSE,FALSE,FALSE
"cgroup_L5_be888d03","STR:medulloblastoma","medulloblastoma",NA,"anchor","STR:medulloblastoma",TRUE,FALSE,FALSE
"cgroup_L5_be90ad0f","MeSH:D015470","acute myeloid leukemia","Leukemia, Myeloid, Acute","STR","STR:ifnalpha_lps",FALSE,FALSE,FALSE
"cgroup_L5_be972211","MeSH:D008105","primary biliary cholangitis","Liver Cirrhosis, Biliary","STR","STR:adult_cholestatic_liver_disease",FALSE,FALSE,FALSE
"cgroup_L5_be9e3653","NCBITaxon:147711","Rhinovirus A",NA,"STR","STR:rv_a47_visit_1b",FALSE,FALSE,FALSE
"cgroup_L5_be9f577a","CHEBI:58972","(<i>E</i>)-4-oxonon-2-enal","(<i>E</i>)-4-oxonon-2-enal","onto","CHEBI:58972",FALSE,FALSE,FALSE
"cgroup_L5_be9fef37","UNK",NA,NA,"STR","STR:linc02454_none",FALSE,FALSE,FALSE
"cgroup_L5_bea2c4b0","HGNC:5962","IL10","IL10","STR","STR:recently_activated_th17",FALSE,FALSE,FALSE
"cgroup_L5_bea7e8fb","CHEBI:32223","tibolone","tibolone","COMBO","COMBO:palmitic acid+tibolone",FALSE,FALSE,FALSE
"cgroup_L5_beaebee7","MeSH:D002294","Squamous cell carcinoma","Carcinoma, Squamous Cell","anchor","MeSH:D002294",TRUE,TRUE,FALSE
"cgroup_L5_beb0fe48","MeSH:D013964","Thyroid Neoplasms","Thyroid Neoplasms","onto","MeSH:D000077273",FALSE,FALSE,FALSE
"cgroup_L5_beb5b5b1","STR:1_micromolar_ctt251238","1 micromolar ctt251238",NA,"STR","STR:ctt251238",FALSE,FALSE,FALSE
"cgroup_L5_bebf66f3","HGNC:2432","CSF1","CSF1","onto","HGNC:2432",FALSE,FALSE,FALSE
"cgroup_L5_bec30821","STR:gh_producing_pituitary_adenoma","gh-producing pituitary adenoma",NA,"anchor","STR:gh_producing_pituitary_adenoma",TRUE,FALSE,FALSE
"cgroup_L5_bec36db0","STR:pancreaticoduodenectomy","pancreaticoduodenectomy",NA,"anchor","STR:pancreaticoduodenectomy",TRUE,FALSE,FALSE
"cgroup_L5_bec4c694","HGNC:16312","KIR3DL3","KIR3DL3","onto","HGNC:11958",FALSE,FALSE,FALSE
"cgroup_L5_bed0084e","UNK",NA,NA,"STR","STR:ibs_c",FALSE,FALSE,FALSE
"cgroup_L5_bed26340","UNK",NA,NA,"STR","STR:on_anti_pd_1_on",FALSE,FALSE,FALSE
"cgroup_L5_beec6618","CHEBI:233160","2,4-dibromo-5-(2,4-dibromophenoxy)phenol","2,4-dibromo-5-(2,4-dibromophenoxy)phenol","onto","CHEBI:233160",FALSE,FALSE,FALSE
"cgroup_L5_beee22f4","NCBITaxon:10535","adenovirus",NA,"STR","STR:g207",FALSE,FALSE,FALSE
"cgroup_L5_beee8b2e","HGNC:3009","DPP4","DPP4","onto","HGNC:3009",FALSE,FALSE,FALSE
"cgroup_L5_bef141ee","CHEBI:76612","ibrutinib","ibrutinib","STR","STR:cgi_1746",FALSE,FALSE,FALSE
"cgroup_L5_bef141fc","CHEBI:50756","acridone","acridone","onto","CHEBI:90695",FALSE,FALSE,FALSE
"cgroup_L5_bef61e43","HGNC:3491","ETV2","ETV2","STR","STR:modrna_inducible",FALSE,FALSE,FALSE
"cgroup_L5_bef713eb","HGNC:28717","CYTOR","CYTOR","STR","STR:cytor_knockdown",FALSE,FALSE,FALSE
"cgroup_L5_befb0500","HGNC:16985","DHRS4","DHRS4","STR","STR:dhrs4_rs1_ko",FALSE,FALSE,FALSE
"cgroup_L5_bf029589","STR:castleman_disease","castleman disease",NA,"STR","STR:castleman_disease",FALSE,FALSE,FALSE
"cgroup_L5_bf03a3ca","MeSH:D016400","Lymphoma, Large-Cell, Immunoblastic","Lymphoma, Large-Cell, Immunoblastic","onto","MeSH:D016400",FALSE,FALSE,FALSE
"cgroup_L5_bf0c73aa","STR:sp100030","sp100030",NA,"STR","STR:sp100030",FALSE,FALSE,FALSE
"cgroup_L5_bf16c51c","UNK",NA,NA,"STR","STR:rnase_l_2_5a",FALSE,FALSE,FALSE
"cgroup_L5_bf209190","STR:dm2_lr","dm2-lr",NA,"STR","STR:dm2_lr",FALSE,FALSE,FALSE
"cgroup_L5_bf20f8ca","HGNC:4849","HCRTR2","HCRTR2","STR","STR:hdac2_knockdown",FALSE,FALSE,FALSE
"cgroup_L5_bf25a224","HGNC:328","AGR2","AGR2","onto","HGNC:11846",FALSE,FALSE,FALSE
"cgroup_L5_bf2fd139","CHEBI:2955","azithromycin","azithromycin","STR","STR:pc1305",FALSE,FALSE,FALSE
"cgroup_L5_bf3eb674","HGNC:5012","HMMR","HMMR","onto","HGNC:2746",FALSE,FALSE,FALSE
"cgroup_L5_bf4586b7","HGNC:16892","CD96","CD96","STR","STR:anti_cd96_mab",FALSE,FALSE,FALSE
"cgroup_L5_bf46949d","STR:recovery","recovery",NA,"anchor","STR:recovery",TRUE,FALSE,FALSE
"cgroup_L5_bf58c53d","NCBITaxon:1311","Streptococcus agalactiae",NA,"STR","STR:ldca_mutant_supernatant",FALSE,FALSE,FALSE
"cgroup_L5_bf6061d2","CHEBI:68534","Enzalutamide","enzalutamide","COMBO","COMBO:cc-115+enza",FALSE,FALSE,FALSE
"cgroup_L5_bf761604","HGNC:13302","GPR63","GPR63","STR","STR:anti_mxd4_shrna",FALSE,FALSE,FALSE
"cgroup_L5_bf7d22d2","MeSH:D011471","prostate cancer","Prostatic Neoplasms","STR","STR:sibrca1",FALSE,FALSE,FALSE
"cgroup_L5_bf7dbb2b","STR:5c condition","5C condition",NA,"STR","STR:5c_condition",FALSE,FALSE,FALSE
"cgroup_L5_bf841479","HGNC:9380","PRKACA","PRKACA","onto","HGNC:804",FALSE,FALSE,FALSE
"cgroup_L5_bf857714","STR:medium change deprivation","medium change deprivation",NA,"STR","STR:no_medium_change_during_9",FALSE,FALSE,FALSE
"cgroup_L5_bf976648","NCBITaxon:10376","Epstein-Barr virus",NA,"STR","STR:ebv_delta_brlf1",FALSE,FALSE,FALSE
"cgroup_L5_bf9fda2c","MeSH:D016898","Interferon-alpha","Interferon-alpha","STR","STR:ifna_1000_uml_8",FALSE,FALSE,FALSE
"cgroup_L5_bfa265c4","NCBITaxon:3052230","Hepatitis C virus",NA,"STR","STR:jc1_sp",FALSE,FALSE,FALSE
"cgroup_L5_bfa9c2e6","STR:aa_147_for_2_weeks","aa 147 for 2 weeks",NA,"STR","STR:aa_147",FALSE,FALSE,FALSE
"cgroup_L5_bfb37708","CHEBI:231674","AZD5153","AZD5153","STR","STR:azd5153_0_72mgkg",FALSE,FALSE,FALSE
"cgroup_L5_bfb38ac4","HGNC:2673","DAP3","DAP3","STR","STR:shdap3_2",FALSE,FALSE,FALSE
"cgroup_L5_bfbef331","CHEBI:134138","2-acylglycerol 16:0","2-acylglycerol 16:0","onto","CHEMBL:CHEMBL4283683",FALSE,FALSE,FALSE
"cgroup_L5_bfc691df","HGNC:8761","PDCD10","PDCD10","STR","STR:shtonsl_clone1",FALSE,FALSE,FALSE
"cgroup_L5_bfcd6502","HGNC:4853","HDAC2","HDAC2","STR","STR:acy_957",FALSE,FALSE,FALSE
"cgroup_L5_bfcf1b52","HGNC:1554","CBX4","CBX4","STR","STR:cbx4_shrna2",FALSE,FALSE,FALSE
"cgroup_L5_bfd5f0a4","STR:facs sorted cholangiocytes","FACS sorted cholangiocytes",NA,"STR","STR:facs_sorted_cholangiocytes",FALSE,FALSE,FALSE
"cgroup_L5_bfd8ae31","STR:low_ige","low ige",NA,"STR","STR:eosinophilic_asthmatics",FALSE,FALSE,FALSE
"cgroup_L5_bfd9f4e5","STR:v-asc conditioned medium","V-ASC conditioned medium",NA,"anchor","STR:v-asc conditioned medium",TRUE,FALSE,FALSE
"cgroup_L5_bfeacf75","MeSH:D016889","Endometrial Neoplasms","Endometrial Neoplasms","anchor","MeSH:D016889",TRUE,TRUE,FALSE
"cgroup_L5_bfed23dc","HGNC:13671","H2AC12","H2AC12","onto","HGNC:11148",FALSE,FALSE,FALSE
"cgroup_L5_bfee5797","MeSH:D015440","lepromatous leprosy","Leprosy, Lepromatous","STR","STR:leprosy_progressor_second",FALSE,FALSE,FALSE
"cgroup_L5_bfee8079","CHEBI:175901","gemcitabine","gemcitabine","COMBO","COMBO:gemcitabine+nab-paclitaxel",FALSE,FALSE,FALSE
"cgroup_L5_bff473d3","CHEBI:46195","paracetamol","paracetamol","STR","STR:acetominophen_1_mm",FALSE,FALSE,FALSE
"cgroup_L5_bff799ca","MeSH:D001943","breast cancer","Breast Neoplasms","onto","HGNC:1101",FALSE,FALSE,FALSE
"cgroup_L5_c0029933","STR:adeno","adeno",NA,"STR","STR:adeno",FALSE,FALSE,FALSE
"cgroup_L5_c0084d0b","HGNC:15463","PTDSS2","PTDSS2","STR","STR:ds55980254_30_mg_kg",FALSE,FALSE,FALSE
"cgroup_L5_c0163b05","UNK",NA,NA,"STR","STR:upper_tract_urothelium_tumor_part",FALSE,FALSE,FALSE
"cgroup_L5_c0250710","MeSH:D008175","lung cancer","Lung Neoplasms","STR","STR:tlusc16",FALSE,FALSE,FALSE
"cgroup_L5_c026ce0b","MeSH:D015470","acute myeloid leukemia","Leukemia, Myeloid, Acute","STR","STR:untreated_visit_2b",FALSE,FALSE,FALSE
"cgroup_L5_c0293eea","HGNC:11110","ARID1A","ARID1A","STR","STR:arid1a_knockdown",FALSE,FALSE,FALSE
"cgroup_L5_c02f4da5","STR:escherichia coli","Escherichia coli",NA,"STR","STR:extra_intestinal_pathogenic_e_coli",FALSE,FALSE,FALSE
"cgroup_L5_c0384ae4","HGNC:8617","PAX3","PAX3","STR","STR:shrna_against_pax3_foxo1",FALSE,FALSE,FALSE
"cgroup_L5_c039b861","NCBITaxon:813","Chlamydia trachomatis",NA,"STR","STR:c_trachomatis_infection_20hrs",FALSE,FALSE,FALSE
"cgroup_L5_c03ee829","CHEBI:47519","ketoconazole","ketoconazole","STR","STR:kb02",FALSE,FALSE,FALSE
"cgroup_L5_c040a36d","MeSH:D012115","Residual Volume","Residual Volume","onto","MeSH:D002292",FALSE,FALSE,TRUE
"cgroup_L5_c04443e6","CHEBI:63791","lenalidomide","lenalidomide","STR","STR:len_runxi2",FALSE,FALSE,FALSE
"cgroup_L5_c044a2ae","CHEBI:2700","anandamide","anandamide","COMBO","COMBO:aea+il-1beta",FALSE,FALSE,FALSE
"cgroup_L5_c04fb5ba","CHEBI:16261","chitosan","chitosan","STR","STR:chip",FALSE,FALSE,FALSE
"cgroup_L5_c054e202","CHEBI:3023","benzbromarone","benzbromarone","onto","CHEBI:9168",FALSE,FALSE,TRUE
"cgroup_L5_c0631512","MeSH:D002289","non-small cell lung carcinoma","Carcinoma, Non-Small-Cell Lung","STR","STR:non_squamous",FALSE,FALSE,FALSE
"cgroup_L5_c069c2b2","CHEBI:114785","erlotinib","erlotinib","COMBO","COMBO:erlotinib+thz1",FALSE,FALSE,FALSE
"cgroup_L5_c06d4295","HGNC:6015","IL4R","IL4R","STR","STR:notch1_knockdown",FALSE,FALSE,FALSE
"cgroup_L5_c091e851","NCBITaxon:11320","influenza",NA,"STR","STR:pathogen",FALSE,FALSE,FALSE
"cgroup_L5_c0931a42","MeSH:D050882","CREB-Binding Protein","CREB-Binding Protein","onto","HGNC:2348",FALSE,FALSE,FALSE
"cgroup_L5_c0934538","STR:20 kpa","20 kPa",NA,"STR","STR:20_kpa",FALSE,FALSE,FALSE
"cgroup_L5_c0936b2f","CHEBI:41879","dexamethasone","dexamethasone","STR","STR:3_dex",FALSE,FALSE,FALSE
"cgroup_L5_c09a2706","HGNC:6973","MDM2","MDM2","STR","STR:mdm2_shrna",FALSE,FALSE,FALSE
"cgroup_L5_c0a4fb9f","STR:brd9_7_inhibitor","brd9/7 inhibitor",NA,"STR","STR:brd9_7_inhibitor",FALSE,FALSE,FALSE
"cgroup_L5_c0a73fc2","CHEBI:35290","1,2-dichlorobenzene","1,2-dichlorobenzene","COMBO","COMBO:alt+colon+decitabine",FALSE,FALSE,FALSE
"cgroup_L5_c0ab2976","NCBITaxon:1773","Mycobacterium tuberculosis",NA,"STR","STR:infg_hire_024",FALSE,FALSE,FALSE
"cgroup_L5_c0bba14c","STR:gastric_cancer_pdx_line","gastric cancer pdx line",NA,"STR","STR:diffuse_type_cancer",FALSE,FALSE,FALSE
"cgroup_L5_c0bbdf3c","CHEBI:75929","<small>D</small>-cycloserine(1+)","<small>D</small>-cycloserine(1+)","onto","CHEMBL:CHEMBL2103882",FALSE,FALSE,FALSE
"cgroup_L5_c0bc119c","CHEBI:86193","DAPT","DAPT","onto","HGNC:6188",FALSE,FALSE,FALSE
"cgroup_L5_c0c12942","HGNC:7892","PNP","PNP","STR","STR:hnf1a_knockout",FALSE,FALSE,FALSE
"cgroup_L5_c0c32973","HGNC:6647","LMOD1","LMOD1","STR","STR:myb_knockdown",FALSE,FALSE,FALSE
"cgroup_L5_c0c77624","CHEBI:5971","irinotecan hydrochloride (anhydrous)","irinotecan hydrochloride (anhydrous)","onto","CHEBI:5971",FALSE,FALSE,FALSE
"cgroup_L5_c0c7fa44","HGNC:4827","HBB","HBB","STR","STR:hmgb2_knockdown",FALSE,FALSE,FALSE
"cgroup_L5_c0cafb48","STR:postoperative recovery","postoperative recovery",NA,"anchor","STR:postoperative recovery",TRUE,FALSE,FALSE
