cluster_id,method,k_studies,n_sig_used,consistency_score,median_I2,pi_frac_excl0,consistency_note
pair_L3_f0915fb5,mega_aug,23,2476,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L3_f1134586,mega_aug,103,0,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L3_f49cd85a,mega_aug,99,630,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L3_f52d46c5,mega_aug,2,7879,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L3_f8fce8ce,mega_aug,103,2140,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L3_fcf31af4,mega_aug,109,837,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L3_feae74c8,mega_aug,34,1742,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L4_00c85714,mega_aug,51,945,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L4_01e83687,mega_aug,48,15,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L4_06242586,mega_aug,9,6460,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L4_07d1e49a,mega_aug,18,7243,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L4_083e80e3,mega_aug,180,263,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L4_0846184f,mega_aug,129,78,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L4_08df4f53,mega_aug,112,0,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L4_0dcc5ca8,mega_aug,83,7127,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L4_12a42abe,mega_aug,148,535,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L4_12bd3518,mega_aug,104,2279,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L4_131a2501,mega_aug,84,5,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L4_13a85230,mega_aug,15,0,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L4_144c98da,mega_aug,27,2880,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L4_15b3ed42,mega_aug,123,11802,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L4_15c99903,mega_aug,195,5290,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L4_15e21ec4,mega_aug,11,121,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L4_170b9c71,mega_aug,7,1851,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L4_1a1ffe52,mega_aug,41,4394,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L4_1c328e62,mega_aug,67,17,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L4_1dfa4734,mega_aug,43,0,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L4_1eb7dc03,mega_aug,136,4767,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L4_1eea05dd,mega_aug,53,0,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L4_20944c48,mega_aug,6,39,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L4_2241aa86,mega_aug,103,20,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L4_248c10ca,mega_aug,7,7,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L4_2605c5b1,mega_aug,18,268,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L4_26e5b18a,mega_aug,2,11282,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L4_26f26a1f,mega_aug,97,8260,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L4_27cea9a4,mega_aug,78,1237,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L4_29797a0e,mega_aug,11,353,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L4_2a1833ff,mega_aug,20,7337,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L4_2ac12423,mega_aug,87,446,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L4_2b3c291d,mega_aug,122,0,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L4_2c9fc88f,mega_aug,3,4039,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L4_2d9fe7a2,mega_aug,122,267,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L4_2f633fbf,mega_aug,51,4917,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L4_34cedc65,mega_aug,123,1692,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L4_3557dec5,mega_aug,2,7154,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L4_3665560b,mega_aug,117,8389,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L4_38e9060c,mega_aug,12,62,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L4_39b863ac,mega_aug,116,42,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L4_3b9b4425,mega_aug,2,0,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L4_3d0742f4,mega_aug,41,2076,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L4_3e113ced,mega_aug,43,1396,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L4_3f58b081,mega_aug,5,1,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L4_3faf2a31,mega_aug,148,229,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L4_4261a4bb,mega_aug,35,1589,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L4_4268bc3d,mega_aug,89,758,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L4_43117f41,mega_aug,111,1254,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L4_477ceefe,mega_aug,54,320,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L4_47fc9bb7,mega_aug,25,1085,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L4_48297f96,mega_aug,32,16,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L4_48d98b0d,mega_aug,26,256,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L4_4e8e9b02,mega_aug,32,121,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L4_54b3ccc6,mega_aug,112,970,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L4_5640911f,mega_aug,30,3321,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L4_571a98da,mega_aug,174,2728,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L4_573447de,mega_aug,34,2446,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L4_58327df1,mega_aug,14,6701,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L4_58c735e8,mega_aug,4,1248,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L4_58cd1558,mega_aug,17,5028,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L4_5e93478a,mega_aug,115,325,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L4_5f48d23e,mega_aug,141,1522,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L4_612b7347,mega_aug,179,246,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L4_67a3e6ab,mega_aug,5,3547,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L4_6c0aa020,mega_aug,32,195,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L4_6c5a2a9c,mega_aug,116,423,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L4_6cd8acce,mega_aug,43,2829,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L4_6d837a0c,mega_aug,29,5917,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L4_6de0db4b,mega_aug,139,2427,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L4_6ef1b063,mega_aug,19,4680,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L4_6f620d25,mega_aug,151,2086,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L4_7052e614,mega_aug,88,4095,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L4_72693458,mega_aug,144,1006,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L4_74784475,mega_aug,8,70,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L4_77d0575a,mega_aug,4,563,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L4_77fab60d,mega_aug,31,8367,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L4_78d5bfe3,mega_aug,44,872,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L4_7ebe75b5,mega_aug,13,0,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L4_7fc442d9,mega_aug,140,1185,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L4_80232b1f,mega_aug,112,635,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L4_80b56fd6,mega_aug,115,17,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L4_84677809,mega_aug,83,9893,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L4_8572a374,mega_aug,119,5557,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L4_85b74f4f,mega_aug,5,0,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L4_864f8f69,mega_aug,117,160,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L4_87777359,mega_aug,82,331,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L4_87a22246,mega_aug,25,62,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L4_8c573a6a,mega_aug,2,5,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L4_8c59e027,mega_aug,3,11793,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L4_8d2919ee,mega_aug,139,19,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L4_8fc14951,mega_aug,109,57,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L4_8ff6815b,mega_aug,66,401,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L4_918b6b8f,mega_aug,116,319,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L4_9210d030,mega_aug,151,0,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L4_951a88fb,mega_aug,25,362,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L4_95b62c12,mega_aug,118,5690,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L4_9724ac0a,mega_aug,14,1899,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L4_98745c28,mega_aug,17,4,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L4_98f093c7,mega_aug,134,5319,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L4_99c8346f,mega_aug,12,15,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L4_9bb963b2,mega_aug,136,951,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L4_9e671f96,mega_aug,177,12,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L4_9f23f41c,mega_aug,11,3974,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L4_a10c2346,mega_aug,83,1305,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L4_a67fe298,mega_aug,110,42,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L4_a6a5e775,mega_aug,29,0,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L4_a6bef45b,mega_aug,80,494,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
