"caso","ruolo","entita","cluster_id","control_key_cluster","canonical_name","series_id","comparison_id","design_kind_study","design_kind_cmp","varying_factor","fixed_factors","control_type","treated_group","control_group","treated_label","control_label","treated_fl","control_fl","n_treated","n_control","treated_role","control_role","treated_samples","control_samples","design_summary","record_id","valore_controllo","chiave_ricalcolata","ct_compat_vu","mat_T","mat_C"
"SARS-CoV-2","VINCENTE","NCBITaxon:2697049","cgroup_L5_871ae09e","vehicle_untreated","sars-cov2","GSE202963","GSE202963__Airway_Organoids_SARS-CoV-2_MOI1_2_48h_vs_Airway_Organoids_Mock","case_control_disease","treatment_vs_vehicle","treatment","cell_type|Airway Organoids","vehicle","grp_Airway_Organoids_SARS-CoV-2_MOI1_2_48h","grp_Airway_Organoids_Mock","Airway Organoids SARS-CoV-2 MOI=1_2 48h","Airway Organoids Mock","cell_type=Airway Organoids ; treatment=SARS-CoV-2 Infection","cell_type=Airway Organoids ; treatment=Mock",1,3,"treated","control","GSM6139283","GSM6139308;GSM6139309;GSM6139310","This study investigates the transcriptional response of human airway organoids, alveolar organoids, and cardiomyocytes to SARS-CoV-2 infection.","GSE202963__GSE202963__Airway_Organoids_SARS-CoV-2_MOI1_2_48h_vs_Airway_Organoids_Mock__1","Mock","vehicle_untreated",TRUE,"model","model"
"SARS-CoV-2","VINCENTE","NCBITaxon:2697049","cgroup_L5_871ae09e","vehicle_untreated","sars-cov2","GSE202963","GSE202963__Alveolar_Organoids_Lung_SARS-CoV-2_MOI0.01_48h_vs_Alveolar_Organoids_Lung_Mock_48h","case_control_disease","treatment_vs_vehicle","treatment","cell_type|Alveolar Organoids","vehicle","grp_Alveolar_Organoids_Lung_SARS-CoV-2_MOI0.01_48h","grp_Alveolar_Organoids_Lung_Mock_48h","Alveolar Organoids Lung SARS-CoV-2 MOI=0.01 48h","Alveolar Organoids Lung Mock 48h","cell_type=Alveolar Organoids ; treatment=SARS-CoV-2 Infection","cell_type=Alveolar Organoids ; treatment=Mock",3,1,"treated","control","GSM6139288;GSM6139289;GSM6139290","GSM6139287","This study investigates the transcriptional response of human airway organoids, alveolar organoids, and cardiomyocytes to SARS-CoV-2 infection.","GSE202963__GSE202963__Alveolar_Organoids_Lung_SARS-CoV-2_MOI0.01_48h_vs_Alveolar_Organoids_Lung_Mock_48h__1","Mock","vehicle_untreated",TRUE,"model","model"
"SARS-CoV-2","VINCENTE","NCBITaxon:2697049","cgroup_L5_871ae09e","vehicle_untreated","sars-cov2","GSE202963","GSE202963__Alveolar_Organoids_Lung_SARS-CoV-2_MOI0.1_48h_vs_Alveolar_Organoids_Lung_Mock_48h","case_control_disease","treatment_vs_vehicle","treatment","cell_type|Alveolar Organoids","vehicle","grp_Alveolar_Organoids_Lung_SARS-CoV-2_MOI0.1_48h","grp_Alveolar_Organoids_Lung_Mock_48h","Alveolar Organoids Lung SARS-CoV-2 MOI=0.1 48h","Alveolar Organoids Lung Mock 48h","cell_type=Alveolar Organoids ; treatment=SARS-CoV-2 Infection","cell_type=Alveolar Organoids ; treatment=Mock",3,1,"treated","control","GSM6139291;GSM6139292;GSM6139293","GSM6139287","This study investigates the transcriptional response of human airway organoids, alveolar organoids, and cardiomyocytes to SARS-CoV-2 infection.","GSE202963__GSE202963__Alveolar_Organoids_Lung_SARS-CoV-2_MOI0.1_48h_vs_Alveolar_Organoids_Lung_Mock_48h__1","Mock","vehicle_untreated",TRUE,"model","model"
"SARS-CoV-2","VINCENTE","NCBITaxon:2697049","cgroup_L5_871ae09e","vehicle_untreated","sars-cov2","GSE202963","GSE202963__Alveolar_Organoids_Lung_SARS-CoV-2_MOI1_48h_vs_Alveolar_Organoids_Lung_Mock_48h","case_control_disease","treatment_vs_vehicle","treatment","cell_type|Alveolar Organoids","vehicle","grp_Alveolar_Organoids_Lung_SARS-CoV-2_MOI1_48h","grp_Alveolar_Organoids_Lung_Mock_48h","Alveolar Organoids Lung SARS-CoV-2 MOI=1 48h","Alveolar Organoids Lung Mock 48h","cell_type=Alveolar Organoids ; treatment=SARS-CoV-2 Infection","cell_type=Alveolar Organoids ; treatment=Mock",1,1,"treated","control","GSM6139294","GSM6139287","This study investigates the transcriptional response of human airway organoids, alveolar organoids, and cardiomyocytes to SARS-CoV-2 infection.","GSE202963__GSE202963__Alveolar_Organoids_Lung_SARS-CoV-2_MOI1_48h_vs_Alveolar_Organoids_Lung_Mock_48h__1","Mock","vehicle_untreated",TRUE,"model","model"
"SARS-CoV-2","VINCENTE","NCBITaxon:2697049","cgroup_L5_871ae09e","vehicle_untreated","sars-cov2","GSE202963","GSE202963__Alveolar_Organoids_Lung_SARS-CoV-2_MOI1_48h_Replicate_vs_Alveolar_Organoids_Lung_Mock_48h","case_control_disease","treatment_vs_vehicle","treatment","cell_type|Alveolar Organoids","vehicle","grp_Alveolar_Organoids_Lung_SARS-CoV-2_MOI1_48h_Replicate","grp_Alveolar_Organoids_Lung_Mock_48h","Alveolar Organoids Lung SARS-CoV-2 MOI=1 48h Replicate","Alveolar Organoids Lung Mock 48h","cell_type=Alveolar Organoids ; treatment=SARS-CoV-2 Infection","cell_type=Alveolar Organoids ; treatment=Mock",2,1,"treated","control","GSM6139295;GSM6139296","GSM6139287","This study investigates the transcriptional response of human airway organoids, alveolar organoids, and cardiomyocytes to SARS-CoV-2 infection.","GSE202963__GSE202963__Alveolar_Organoids_Lung_SARS-CoV-2_MOI1_48h_Replicate_vs_Alveolar_Organoids_Lung_Mock_48h__1","Mock","vehicle_untreated",TRUE,"model","model"
"SARS-CoV-2","VINCENTE","NCBITaxon:2697049","cgroup_L5_871ae09e","vehicle_untreated","sars-cov2","GSE205621","GSE205621__grp_0003_vs_grp_0001","multi_arm_treatment","treatment_vs_vehicle","virus_variant","time|24 hour","vehicle","grp_0003","grp_0001","SARS-CoV-2 DelARKSAP 24h","Mock 24h","virus_variant=SARS-CoV-2 DelARKSAP ; time=24 hour","virus_variant=Mock ; time=24 hour",3,2,"treated","control","GSM6215596;GSM6215597;GSM6215598","GSM6215588;GSM6215589","This study investigates the transcriptional response of A549 cells expressing the ACE receptor to different variants of SARS-CoV-2 over 24 and 48 hours.","GSE205621__GSE205621__grp_0003_vs_grp_0001__1","Mock","vehicle_untreated",TRUE,"unknown","unknown"
"SARS-CoV-2","VINCENTE","NCBITaxon:2697049","cgroup_L5_871ae09e","vehicle_untreated","sars-cov2","GSE205621","GSE205621__grp_0004_vs_grp_0002","multi_arm_treatment","treatment_vs_vehicle","virus_variant","time|48 hour","vehicle","grp_0004","grp_0002","SARS-CoV-2 DelARKSAP 48h","Mock 48h","virus_variant=SARS-CoV-2 DelARKSAP ; time=48 hour","virus_variant=Mock ; time=48 hour",3,1,"treated","control","GSM6215608;GSM6215609;GSM6215610","GSM6215600","This study investigates the transcriptional response of A549 cells expressing the ACE receptor to different variants of SARS-CoV-2 over 24 and 48 hours.","GSE205621__GSE205621__grp_0004_vs_grp_0002__1","Mock","vehicle_untreated",TRUE,"unknown","unknown"
"SARS-CoV-2","VINCENTE","NCBITaxon:2697049","cgroup_L5_871ae09e","vehicle_untreated","sars-cov2","GSE205621","GSE205621__grp_0005_vs_grp_0001","multi_arm_treatment","treatment_vs_vehicle","virus_variant","time|24 hour","vehicle","grp_0005","grp_0001","SARS-CoV-2 DelOrf8 24h","Mock 24h","virus_variant=SARS-CoV-2 DelOrf8 ; time=24 hour","virus_variant=Mock ; time=24 hour",3,2,"treated","control","GSM6215593;GSM6215594;GSM6215595","GSM6215588;GSM6215589","This study investigates the transcriptional response of A549 cells expressing the ACE receptor to different variants of SARS-CoV-2 over 24 and 48 hours.","GSE205621__GSE205621__grp_0005_vs_grp_0001__1","Mock","vehicle_untreated",TRUE,"unknown","unknown"
"SARS-CoV-2","VINCENTE","NCBITaxon:2697049","cgroup_L5_871ae09e","vehicle_untreated","sars-cov2","GSE205621","GSE205621__grp_0006_vs_grp_0002","multi_arm_treatment","treatment_vs_vehicle","virus_variant","time|48 hour","vehicle","grp_0006","grp_0002","SARS-CoV-2 DelOrf8 48h","Mock 48h","virus_variant=SARS-CoV-2 DelOrf8 ; time=48 hour","virus_variant=Mock ; time=48 hour",3,1,"treated","control","GSM6215605;GSM6215606;GSM6215607","GSM6215600","This study investigates the transcriptional response of A549 cells expressing the ACE receptor to different variants of SARS-CoV-2 over 24 and 48 hours.","GSE205621__GSE205621__grp_0006_vs_grp_0002__1","Mock","vehicle_untreated",TRUE,"unknown","unknown"
"SARS-CoV-2","VINCENTE","NCBITaxon:2697049","cgroup_L5_871ae09e","vehicle_untreated","sars-cov2","GSE205621","GSE205621__grp_0007_vs_grp_0001","multi_arm_treatment","treatment_vs_vehicle","virus_variant","time|24 hour","vehicle","grp_0007","grp_0001","SARS-CoV-2 WT 24h","Mock 24h","virus_variant=SARS-CoV-2 WT ; time=24 hour","virus_variant=Mock ; time=24 hour",3,2,"treated","control","GSM6215590;GSM6215591;GSM6215592","GSM6215588;GSM6215589","This study investigates the transcriptional response of A549 cells expressing the ACE receptor to different variants of SARS-CoV-2 over 24 and 48 hours.","GSE205621__GSE205621__grp_0007_vs_grp_0001__1","Mock","vehicle_untreated",TRUE,"unknown","unknown"
"SARS-CoV-2","VINCENTE","NCBITaxon:2697049","cgroup_L5_871ae09e","vehicle_untreated","sars-cov2","GSE205621","GSE205621__grp_0008_vs_grp_0002","multi_arm_treatment","treatment_vs_vehicle","virus_variant","time|48 hour","vehicle","grp_0008","grp_0002","SARS-CoV-2 WT 48h","Mock 48h","virus_variant=SARS-CoV-2 WT ; time=48 hour","virus_variant=Mock ; time=48 hour",3,1,"treated","control","GSM6215602;GSM6215603;GSM6215604","GSM6215600","This study investigates the transcriptional response of A549 cells expressing the ACE receptor to different variants of SARS-CoV-2 over 24 and 48 hours.","GSE205621__GSE205621__grp_0008_vs_grp_0002__1","Mock","vehicle_untreated",TRUE,"unknown","unknown"
"SARS-CoV-2","VINCENTE","NCBITaxon:2697049","cgroup_L5_871ae09e","vehicle_untreated","sars-cov2","GSE205621","GSE205621__grp_0003_vs_grp_0009","multi_arm_treatment","treatment_vs_vehicle","virus_variant","time|24 hour","vehicle","grp_0003","grp_0009","SARS-CoV-2 DelARKSAP 24h","Mock 24h","virus_variant=SARS-CoV-2 DelARKSAP ; time=24 hour","virus_variant=Mock ; time=24 hour",3,1,"treated","control","GSM6215596;GSM6215597;GSM6215598","GSM6215587","This study investigates the transcriptional response of A549 cells expressing the ACE receptor to different variants of SARS-CoV-2 over 24 and 48 hours.","GSE205621__GSE205621__grp_0003_vs_grp_0009__1","Mock","vehicle_untreated",TRUE,"unknown","unknown"
"SARS-CoV-2","VINCENTE","NCBITaxon:2697049","cgroup_L5_871ae09e","vehicle_untreated","sars-cov2","GSE205621","GSE205621__grp_0004_vs_grp_0010","multi_arm_treatment","treatment_vs_vehicle","virus_variant","time|48 hour","vehicle","grp_0004","grp_0010","SARS-CoV-2 DelARKSAP 48h","Mock 48h","virus_variant=SARS-CoV-2 DelARKSAP ; time=48 hour","virus_variant=Mock ; time=48 hour",3,2,"treated","control","GSM6215608;GSM6215609;GSM6215610","GSM6215599;GSM6215601","This study investigates the transcriptional response of A549 cells expressing the ACE receptor to different variants of SARS-CoV-2 over 24 and 48 hours.","GSE205621__GSE205621__grp_0004_vs_grp_0010__1","Mock","vehicle_untreated",TRUE,"unknown","unknown"
"SARS-CoV-2","VINCENTE","NCBITaxon:2697049","cgroup_L5_871ae09e","vehicle_untreated","sars-cov2","GSE205621","GSE205621__grp_0005_vs_grp_0009","multi_arm_treatment","treatment_vs_vehicle","virus_variant","time|24 hour","vehicle","grp_0005","grp_0009","SARS-CoV-2 DelOrf8 24h","Mock 24h","virus_variant=SARS-CoV-2 DelOrf8 ; time=24 hour","virus_variant=Mock ; time=24 hour",3,1,"treated","control","GSM6215593;GSM6215594;GSM6215595","GSM6215587","This study investigates the transcriptional response of A549 cells expressing the ACE receptor to different variants of SARS-CoV-2 over 24 and 48 hours.","GSE205621__GSE205621__grp_0005_vs_grp_0009__1","Mock","vehicle_untreated",TRUE,"unknown","unknown"
"SARS-CoV-2","VINCENTE","NCBITaxon:2697049","cgroup_L5_871ae09e","vehicle_untreated","sars-cov2","GSE205621","GSE205621__grp_0006_vs_grp_0010","multi_arm_treatment","treatment_vs_vehicle","virus_variant","time|48 hour","vehicle","grp_0006","grp_0010","SARS-CoV-2 DelOrf8 48h","Mock 48h","virus_variant=SARS-CoV-2 DelOrf8 ; time=48 hour","virus_variant=Mock ; time=48 hour",3,2,"treated","control","GSM6215605;GSM6215606;GSM6215607","GSM6215599;GSM6215601","This study investigates the transcriptional response of A549 cells expressing the ACE receptor to different variants of SARS-CoV-2 over 24 and 48 hours.","GSE205621__GSE205621__grp_0006_vs_grp_0010__1","Mock","vehicle_untreated",TRUE,"unknown","unknown"
"SARS-CoV-2","VINCENTE","NCBITaxon:2697049","cgroup_L5_871ae09e","vehicle_untreated","sars-cov2","GSE205621","GSE205621__grp_0007_vs_grp_0009","multi_arm_treatment","treatment_vs_vehicle","virus_variant","time|24 hour","vehicle","grp_0007","grp_0009","SARS-CoV-2 WT 24h","Mock 24h","virus_variant=SARS-CoV-2 WT ; time=24 hour","virus_variant=Mock ; time=24 hour",3,1,"treated","control","GSM6215590;GSM6215591;GSM6215592","GSM6215587","This study investigates the transcriptional response of A549 cells expressing the ACE receptor to different variants of SARS-CoV-2 over 24 and 48 hours.","GSE205621__GSE205621__grp_0007_vs_grp_0009__1","Mock","vehicle_untreated",TRUE,"unknown","unknown"
"SARS-CoV-2","VINCENTE","NCBITaxon:2697049","cgroup_L5_871ae09e","vehicle_untreated","sars-cov2","GSE205621","GSE205621__grp_0008_vs_grp_0010","multi_arm_treatment","treatment_vs_vehicle","virus_variant","time|48 hour","vehicle","grp_0008","grp_0010","SARS-CoV-2 WT 48h","Mock 48h","virus_variant=SARS-CoV-2 WT ; time=48 hour","virus_variant=Mock ; time=48 hour",3,2,"treated","control","GSM6215602;GSM6215603;GSM6215604","GSM6215599;GSM6215601","This study investigates the transcriptional response of A549 cells expressing the ACE receptor to different variants of SARS-CoV-2 over 24 and 48 hours.","GSE205621__GSE205621__grp_0008_vs_grp_0010__1","Mock","vehicle_untreated",TRUE,"unknown","unknown"
"SARS-CoV-2","VINCENTE","NCBITaxon:2697049","cgroup_L5_871ae09e","vehicle_untreated","sars-cov2","GSE206677","GSE206677__SARS-CoV-2_infection_vs_Control","treatment_vs_vehicle","treatment_vs_vehicle","treatment","time(hours)|72","vehicle","grp_0004","grp_0001","SARS-CoV-2 infection 72hpi","Control","treatment=SARS-CoV-2 ; time(hours)=72","treatment=Control ; time(hours)=72",3,6,"treated","control","GSM6260368;GSM6260369;GSM6260372","GSM6260373;GSM6260374;GSM6260375;GSM6260376;GSM6260377;GSM6260378","This study investigates the transcriptional changes in human umbilical vein endothelial cells upon SARS-CoV-2 infection.","GSE206677__GSE206677__SARS-CoV-2_infection_vs_Control__3","Control","vehicle_untreated",TRUE,"unknown","unknown"
"SARS-CoV-2","VINCENTE","NCBITaxon:2697049","cgroup_L5_871ae09e","vehicle_untreated","sars-cov2","GSE217099","GSE217099__grp_0008_vs_grp_0001","multi_arm_treatment","treatment_vs_vehicle","treatment","time|4 dpi","vehicle","grp_0008","grp_0001","SARS-CoV-2","mock","treatment=SARS-CoV-2 ; time=4 dpi","treatment=mock ; time=4 dpi",3,2,"treated","control","GSM6705103;GSM6705104;GSM6705105","GSM6705101;GSM6705102","This study investigates the effects of SARS-CoV-2 infection and cycloheximide treatment on iPS cell-derived bronchioalveolar organoids.","GSE217099__GSE217099__grp_0008_vs_grp_0001__1","mock","vehicle_untreated",TRUE,"unknown","unknown"
"SARS-CoV-2","VINCENTE","NCBITaxon:2697049","cgroup_L5_871ae09e","vehicle_untreated","sars-cov2","GSE225517","GSE225517__grp_0002_vs_grp_0001","treatment_vs_vehicle","treatment_vs_vehicle","infection_status","cell_line|Line 15","vehicle","grp_0002","grp_0001","Midbrain organoid Line 15 SARS-CoV-2","Midbrain organoid Line 15 Mock infection","infection_status=SARS-CoV-2 ; cell_line=Line 15","infection_status=mock_infection ; cell_line=Line 15",4,3,"treated","control","GSM7049765;GSM7049766;GSM7049767;GSM7049768","GSM7049762;GSM7049763;GSM7049764","This study investigates the effects of SARS-CoV-2 infection on midbrain organoids compared to mock-infected controls.","GSE225517__GSE225517__grp_0002_vs_grp_0001__1","mock_infection","vehicle_untreated",TRUE,"model","model"
"SARS-CoV-2","VINCENTE","NCBITaxon:2697049","cgroup_L5_871ae09e","vehicle_untreated","sars-cov2","GSE225517","GSE225517__grp_0004_vs_grp_0003","treatment_vs_vehicle","treatment_vs_vehicle","infection_status","cell_line|Line 11","vehicle","grp_0004","grp_0003","Midbrain organoid SARS-CoV-2","Midbrain organoid Line 11 Mock infection","infection_status=SARS-CoV-2","infection_status=mock_infection ; cell_line=Line 11",4,4,"treated","control","GSM7049757;GSM7049758;GSM7049759;GSM7049760","GSM7049753;GSM7049754;GSM7049755;GSM7049756","This study investigates the effects of SARS-CoV-2 infection on midbrain organoids compared to mock-infected controls.","GSE225517__GSE225517__grp_0004_vs_grp_0003__1","mock_infection","vehicle_untreated",TRUE,"model","model"
"SARS-CoV-2","VINCENTE","NCBITaxon:2697049","cgroup_L5_871ae09e","vehicle_untreated","sars-cov2","GSE225564","GSE225564__grp_0001_vs_grp_0004","multi_arm_treatment","treatment_vs_vehicle","virus","time|48hpi","vehicle","grp_0001","grp_0004","RUES2 lung cells infected with SARS-CoV-2 for 48 hours","RUES2 lung cells mock-infected for 48 hours","virus=SARS-CoV-2 ; time=48hpi","virus=mock ; time=48hpi",3,3,"treated","control","GSM7050367;GSM7050368;GSM7050369","GSM7050352;GSM7050353;GSM7050354","This study investigates the transcriptional response of iPSC-derived lung cells to infection with SARS-CoV-2 and other coronaviruses over different time points.","GSE225564__GSE225564__grp_0001_vs_grp_0004__1","mock","vehicle_untreated",TRUE,"model","model"
"SARS-CoV-2","VINCENTE","NCBITaxon:2697049","cgroup_L5_871ae09e","vehicle_untreated","sars-cov2","GSE225564","GSE225564__grp_0006_vs_grp_0002","multi_arm_treatment","treatment_vs_vehicle","virus","time|12hpi","vehicle","grp_0006","grp_0002","RUES2 lung cells infected with SARS-CoV-2 for 12 hours","RUES2 lung cells mock-infected for 12 hours","virus=SARS-CoV-2 ; time=12hpi","virus=mock ; time=12hpi",1,3,"treated","control","GSM7050355","GSM7050351;GSM7050357;GSM7050359","This study investigates the transcriptional response of iPSC-derived lung cells to infection with SARS-CoV-2 and other coronaviruses over different time points.","GSE225564__GSE225564__grp_0006_vs_grp_0002__1","mock","vehicle_untreated",TRUE,"model","model"
"SARS-CoV-2","VINCENTE","NCBITaxon:2697049","cgroup_L5_871ae09e","vehicle_untreated","sars-cov2","GSE225564","GSE225564__grp_0007_vs_grp_0003","multi_arm_treatment","treatment_vs_vehicle","virus","time|24hpi","vehicle","grp_0007","grp_0003","RUES2 lung cells infected with SARS-CoV-2 for 24 hours","RUES2 lung cells mock-infected for 24 hours","virus=SARS-CoV-2 ; time=24hpi","virus=mock ; time=24hpi",1,3,"treated","control","GSM7050349","GSM7050356;GSM7050358;GSM7050363","This study investigates the transcriptional response of iPSC-derived lung cells to infection with SARS-CoV-2 and other coronaviruses over different time points.","GSE225564__GSE225564__grp_0007_vs_grp_0003__1","mock","vehicle_untreated",TRUE,"model","model"
"SARS-CoV-2","VINCENTE","NCBITaxon:2697049","cgroup_L5_871ae09e","vehicle_untreated","sars-cov2","GSE225564","GSE225564__grp_0008_vs_grp_0004","multi_arm_treatment","treatment_vs_vehicle","virus","time|48hpi","vehicle","grp_0008","grp_0004","RUES2 lung cells infected with SARS-CoV-2 for 48 hours","RUES2 lung cells mock-infected for 48 hours","virus=SARS-CoV-2 ; time=48hpi","virus=mock ; time=48hpi",2,3,"treated","control","GSM7050347;GSM7050350","GSM7050352;GSM7050353;GSM7050354","This study investigates the transcriptional response of iPSC-derived lung cells to infection with SARS-CoV-2 and other coronaviruses over different time points.","GSE225564__GSE225564__grp_0008_vs_grp_0004__1","mock","vehicle_untreated",TRUE,"model","model"
"SARS-CoV-2","VINCENTE","NCBITaxon:2697049","cgroup_L5_871ae09e","vehicle_untreated","sars-cov2","GSE226702","GSE226702__grp_0002_vs_grp_0001","time_course","treatment_vs_vehicle","infection_status","time_post_infection|24h","vehicle","grp_0002","grp_0001","SARS-CoV-2 24h","Mock infection","infection_status=SARS-CoV-2 ; time_post_infection=24h","infection_status=mock_infection ; time_post_infection=0h",1,2,"treated","control","GSM7081948","GSM7081955;GSM7081956","This study investigates the transcriptional response of ex vivo human precision-cut lung slices to SARS-CoV-2 infection over time.","GSE226702__GSE226702__grp_0002_vs_grp_0001__1","mock_infection","vehicle_untreated",TRUE,"unknown","unknown"
"SARS-CoV-2","VINCENTE","NCBITaxon:2697049","cgroup_L5_871ae09e","vehicle_untreated","sars-cov2","GSE226702","GSE226702__grp_0003_vs_grp_0001","time_course","treatment_vs_vehicle","infection_status","time_post_infection|48h","vehicle","grp_0003","grp_0001","SARS-CoV-2 48h","Mock infection","infection_status=SARS-CoV-2 ; time_post_infection=48h","infection_status=mock_infection ; time_post_infection=0h",2,2,"treated","control","GSM7081949;GSM7081950","GSM7081955;GSM7081956","This study investigates the transcriptional response of ex vivo human precision-cut lung slices to SARS-CoV-2 infection over time.","GSE226702__GSE226702__grp_0003_vs_grp_0001__1","mock_infection","vehicle_untreated",TRUE,"unknown","unknown"
"SARS-CoV-2","VINCENTE","NCBITaxon:2697049","cgroup_L5_871ae09e","vehicle_untreated","sars-cov2","GSE226702","GSE226702__grp_0004_vs_grp_0001","time_course","treatment_vs_vehicle","infection_status","time_post_infection|72h","vehicle","grp_0004","grp_0001","SARS-CoV-2 72h","Mock infection","infection_status=SARS-CoV-2 ; time_post_infection=72h","infection_status=mock_infection ; time_post_infection=0h",2,2,"treated","control","GSM7081951;GSM7081952","GSM7081955;GSM7081956","This study investigates the transcriptional response of ex vivo human precision-cut lung slices to SARS-CoV-2 infection over time.","GSE226702__GSE226702__grp_0004_vs_grp_0001__1","mock_infection","vehicle_untreated",TRUE,"unknown","unknown"
"SARS-CoV-2","VINCENTE","NCBITaxon:2697049","cgroup_L5_871ae09e","vehicle_untreated","sars-cov2","GSE226702","GSE226702__grp_0005_vs_grp_0001","time_course","treatment_vs_vehicle","infection_status","time_post_infection|96h","vehicle","grp_0005","grp_0001","SARS-CoV-2 96h","Mock infection","infection_status=SARS-CoV-2 ; time_post_infection=96h","infection_status=mock_infection ; time_post_infection=0h",2,2,"treated","control","GSM7081953;GSM7081954","GSM7081955;GSM7081956","This study investigates the transcriptional response of ex vivo human precision-cut lung slices to SARS-CoV-2 infection over time.","GSE226702__GSE226702__grp_0005_vs_grp_0001__1","mock_infection","vehicle_untreated",TRUE,"unknown","unknown"
"SARS-CoV-2","VINCENTE","NCBITaxon:2697049","cgroup_L5_871ae09e","vehicle_untreated","sars-cov2","GSE233732","GSE233732__infected_vs_control","case_control_disease","case_control_disease","infection_status","","disease_normal","grp_infected","grp_control","SARS-CoV-2 infected vagus nerve","Control vagus nerve","infection_status=infected","infection_status=control",27,5,"treated","control","GSM7433333;GSM7433334;GSM7433335;GSM7433336;GSM7433337;GSM7433338;GSM7433339;GSM7433340;GSM7433341;GSM7433342;GSM7433343;GSM7433344;GSM7433345;GSM7433346;GSM7433347;GSM7433348;GSM7433349;GSM7433350;GSM7433351;GSM7433352;GSM7433353;GSM7433359;GSM7433360;GSM7433361;GSM7433362;GSM7433363;GSM7433364","GSM7433354;GSM7433355;GSM7433356;GSM7433357;GSM7433358","Case-control study comparing SARS-CoV-2 infected vagus nerve tissue to control samples.","GSE233732__GSE233732__infected_vs_control__1","control","vehicle_untreated",FALSE,"unknown","unknown"
"SARS-CoV-2","VINCENTE","NCBITaxon:2697049","cgroup_L5_871ae09e","vehicle_untreated","sars-cov2","GSE244484","GSE244484__SARS-CoV-2_MOI_1_24h_vs_mock","treatment_vs_vehicle","treatment_vs_vehicle","treatment","","vehicle","grp_0001","grp_0002","SARS-CoV-2 MOI 1 24h","mock","treatment=SARS-CoV-2 MOI 1 24h","treatment=mock",6,1,"treated","control","GSM7817924;GSM7817925;GSM7817926;GSM7817927;GSM7817928;GSM7817929","GSM7817921","This study investigates the transcriptional response of A549-ACE2 cells to SARS-CoV-2 infection compared to mock-treated controls.","GSE244484__GSE244484__SARS-CoV-2_MOI_1_24h_vs_mock__1","mock","vehicle_untreated",TRUE,"unknown","unknown"
"SARS-CoV-2","VINCENTE","NCBITaxon:2697049","cgroup_L5_871ae09e","vehicle_untreated","sars-cov2","GSE244484","GSE244484__SARS-CoV-2_MOI_1_24h_vs_mock_2","treatment_vs_vehicle","treatment_vs_vehicle","treatment","","vehicle","grp_0001","grp_0003","SARS-CoV-2 MOI 1 24h","mock","treatment=SARS-CoV-2 MOI 1 24h","treatment=mock",6,2,"treated","control","GSM7817924;GSM7817925;GSM7817926;GSM7817927;GSM7817928;GSM7817929","GSM7817922;GSM7817923","This study investigates the transcriptional response of A549-ACE2 cells to SARS-CoV-2 infection compared to mock-treated controls.","GSE244484__GSE244484__SARS-CoV-2_MOI_1_24h_vs_mock_2__1","mock","vehicle_untreated",TRUE,"unknown","unknown"
"SARS-CoV-2","VINCENTE","NCBITaxon:2697049","cgroup_L5_871ae09e","vehicle_untreated","sars-cov2","GSE244485","GSE244485__grp_0002_vs_grp_0001","treatment_vs_vehicle","treatment_vs_vehicle","treatment","cell_type_or_line_raw|A549-ACE2","vehicle","grp_0002","grp_0001","SARS-CoV-2-infected A549-ACE2","Mock-treated A549-ACE2","treatment=SARS-CoV-2 ; cell_type_or_line_raw=A549-ACE2","treatment=mock ; cell_type_or_line_raw=A549-ACE2",12,6,"treated","control","GSM7817936;GSM7817937;GSM7817938;GSM7817939;GSM7817940;GSM7817941;GSM7817942;GSM7817943;GSM7817944;GSM7817945;GSM7817946;GSM7817947","GSM7817930;GSM7817931;GSM7817932;GSM7817933;GSM7817934;GSM7817935","This study investigates the transcriptional response of A549 cells stably expressing ACE2 to SARS-CoV-2 infection compared to a mock-treated control.","GSE244485__GSE244485__grp_0002_vs_grp_0001__1","mock","vehicle_untreated",TRUE,"unknown","unknown"
"SARS-CoV-2","VINCENTE","NCBITaxon:2697049","cgroup_L5_871ae09e","vehicle_untreated","sars-cov2","GSE244486","GSE244486__grp_0002_vs_grp_0001","treatment_vs_vehicle","treatment_vs_vehicle","treatment","cell_line|A549-ACE2","vehicle","grp_0002","grp_0001","SARS-CoV-2-infected A549-ACE2","Mock-treated A549-ACE2","treatment=SARS-CoV-2 ; cell_line=A549-ACE2","treatment=mock ; cell_line=A549-ACE2",12,6,"treated","control","GSM7817954;GSM7817955;GSM7817956;GSM7817957;GSM7817958;GSM7817959;GSM7817960;GSM7817961;GSM7817962;GSM7817963;GSM7817964;GSM7817965","GSM7817948;GSM7817949;GSM7817950;GSM7817951;GSM7817952;GSM7817953","This study investigates the transcriptional response of A549 cells stably expressing ACE2 to SARS-CoV-2 infection compared to a mock-treated control.","GSE244486__GSE244486__grp_0002_vs_grp_0001__1","mock","vehicle_untreated",TRUE,"model","model"
