"caso","ruolo","entita","cluster_id","control_key_cluster","canonical_name","series_id","comparison_id","design_kind_study","design_kind_cmp","varying_factor","fixed_factors","control_type","treated_group","control_group","treated_label","control_label","treated_fl","control_fl","n_treated","n_control","treated_role","control_role","treated_samples","control_samples","design_summary","record_id"
"NCBITaxon:147711","VINCENTE","NCBITaxon:147711","cgroup_L5_ccefbba3","uninfected","rhinovirus A","GSE146532","GSE146532__copd_rhinovirus_1a_96h_vs_copd_uninfected_96h","multi_arm_treatment","treatment_vs_untreated","infection_status","disease_state|copd|time|96h","untreated","grp_copd_rhinovirus_1a_96h","grp_copd_uninfected_96h","COPD, Rhinovirus 1A, 96h","COPD, Uninfected, 96h","disease_state=copd ; infection_status=rhinovirus_1a_infected ; time=96h","disease_state=copd ; infection_status=uninfected ; time=96h",5,5,"treated","control","GSM4391733;GSM4391741;GSM4391781;GSM4391797;GSM4391813","GSM4391729;GSM4391737;GSM4391777;GSM4391793;GSM4391809","This study investigates the transcriptional response of bronchial epithelial cells to Rhinovirus 1A infection over time in subjects with asthma, COPD, and healthy controls.","GSE146532__GSE146532__copd_rhinovirus_1a_96h_vs_copd_uninfected_96h__1"
"NCBITaxon:147711","VINCENTE","NCBITaxon:147711","cgroup_L5_ccefbba3","uninfected","rhinovirus A","GSE146532","GSE146532__healthy_rhinovirus_1a_24h_vs_healthy_uninfected_24h","multi_arm_treatment","treatment_vs_untreated","infection_status","disease_state|healthy|time|24h","untreated","grp_healthy_rhinovirus_1a_24h","grp_healthy_uninfected_24h","Healthy, Rhinovirus 1A, 24h","Healthy, Uninfected, 24h","disease_state=healthy ; infection_status=rhinovirus_1a_infected ; time=24h","disease_state=healthy ; infection_status=uninfected ; time=24h",4,5,"treated","control","GSM4391746;GSM4391818;GSM4391826;GSM4391834","GSM4391742;GSM4391766;GSM4391814;GSM4391822;GSM4391830","This study investigates the transcriptional response of bronchial epithelial cells to Rhinovirus 1A infection over time in subjects with asthma, COPD, and healthy controls.","GSE146532__GSE146532__healthy_rhinovirus_1a_24h_vs_healthy_uninfected_24h__1"
"NCBITaxon:147711","VINCENTE","NCBITaxon:147711","cgroup_L5_ccefbba3","uninfected","rhinovirus A","GSE146532","GSE146532__healthy_rhinovirus_1a_48h_vs_healthy_uninfected_48h","multi_arm_treatment","treatment_vs_untreated","infection_status","disease_state|healthy|time|48h","untreated","grp_healthy_rhinovirus_1a_48h","grp_healthy_uninfected_48h","Healthy, Rhinovirus 1A, 48h","Healthy, Uninfected, 48h","disease_state=healthy ; infection_status=rhinovirus_1a_infected ; time=48h","disease_state=healthy ; infection_status=uninfected ; time=48h",5,5,"treated","control","GSM4391747;GSM4391771;GSM4391819;GSM4391827;GSM4391835","GSM4391743;GSM4391767;GSM4391815;GSM4391823;GSM4391831","This study investigates the transcriptional response of bronchial epithelial cells to Rhinovirus 1A infection over time in subjects with asthma, COPD, and healthy controls.","GSE146532__GSE146532__healthy_rhinovirus_1a_48h_vs_healthy_uninfected_48h__1"
"NCBITaxon:147711","VINCENTE","NCBITaxon:147711","cgroup_L5_ccefbba3","uninfected","rhinovirus A","GSE146532","GSE146532__healthy_rhinovirus_1a_72h_vs_healthy_uninfected_72h","multi_arm_treatment","treatment_vs_untreated","infection_status","disease_state|healthy|time|72h","untreated","grp_healthy_rhinovirus_1a_72h","grp_healthy_uninfected_72h","Healthy, Rhinovirus 1A, 72h","Healthy, Uninfected, 72h","disease_state=healthy ; infection_status=rhinovirus_1a_infected ; time=72h","disease_state=healthy ; infection_status=uninfected ; time=72h",5,5,"treated","control","GSM4391748;GSM4391772;GSM4391820;GSM4391828;GSM4391836","GSM4391744;GSM4391768;GSM4391816;GSM4391824;GSM4391832","This study investigates the transcriptional response of bronchial epithelial cells to Rhinovirus 1A infection over time in subjects with asthma, COPD, and healthy controls.","GSE146532__GSE146532__healthy_rhinovirus_1a_72h_vs_healthy_uninfected_72h__1"
"NCBITaxon:147711","VINCENTE","NCBITaxon:147711","cgroup_L5_ccefbba3","uninfected","rhinovirus A","GSE146532","GSE146532__healthy_rhinovirus_1a_96h_vs_healthy_uninfected_96h","multi_arm_treatment","treatment_vs_untreated","infection_status","disease_state|healthy|time|96h","untreated","grp_healthy_rhinovirus_1a_96h","grp_healthy_uninfected_96h","Healthy, Rhinovirus 1A, 96h","Healthy, Uninfected, 96h","disease_state=healthy ; infection_status=rhinovirus_1a_infected ; time=96h","disease_state=healthy ; infection_status=uninfected ; time=96h",5,5,"treated","control","GSM4391749;GSM4391773;GSM4391821;GSM4391829;GSM4391837","GSM4391745;GSM4391769;GSM4391817;GSM4391825;GSM4391833","This study investigates the transcriptional response of bronchial epithelial cells to Rhinovirus 1A infection over time in subjects with asthma, COPD, and healthy controls.","GSE146532__GSE146532__healthy_rhinovirus_1a_96h_vs_healthy_uninfected_96h__1"
"NCBITaxon:147711","ASSORBITO","NCBITaxon:147711","cgroup_L5_0cfef990","vehicle_untreated","rhinovirus A","GSE106388","GSE106388__grp_0002_vs_grp_0001","case_control_disease","case_control_disease","perturbation","disease_state|Mild asthmatic","disease_normal","grp_0002","grp_0001","Mild asthmatic, RV16 infected","Mild asthmatic, uninfected","disease_state=Mild asthmatic ; perturbation=rhinovirus (RV16)","disease_state=Mild asthmatic ; perturbation=none",15,15,"treated","control","GSM2837033;GSM2837034;GSM2837035;GSM2837036;GSM2837037;GSM2837038;GSM2837039;GSM2837040;GSM2837041;GSM2837042;GSM2837043;GSM2837044;GSM2837045;GSM2837046;GSM2837047","GSM2837018;GSM2837019;GSM2837020;GSM2837021;GSM2837022;GSM2837023;GSM2837024;GSM2837025;GSM2837026;GSM2837027;GSM2837028;GSM2837029;GSM2837030;GSM2837031;GSM2837032","This study investigates the transcriptional response of primary bronchial epithelial cells from healthy donors and mild asthmatics to rhinovirus (RV16) infection.","GSE106388__GSE106388__grp_0002_vs_grp_0001__1"
"NCBITaxon:147711","ASSORBITO","NCBITaxon:147711","cgroup_L5_0cfef990","vehicle_untreated","rhinovirus A","GSE106388","GSE106388__grp_0004_vs_grp_0003","case_control_disease","case_control_disease","perturbation","disease_state|Healthy","disease_normal","grp_0004","grp_0003","Healthy, RV16 infected","Healthy, uninfected","disease_state=Healthy ; perturbation=rhinovirus (RV16)","disease_state=Healthy ; perturbation=none",4,4,"treated","control","GSM2837014;GSM2837015;GSM2837016;GSM2837017","GSM2837010;GSM2837011;GSM2837012;GSM2837013","This study investigates the transcriptional response of primary bronchial epithelial cells from healthy donors and mild asthmatics to rhinovirus (RV16) infection.","GSE106388__GSE106388__grp_0004_vs_grp_0003__1"
"STR:symptomatic","VINCENTE","STR:symptomatic","cgroup_L5_95f8c0ec","vehicle_untreated","infectious disease","GSE236651","GSE236651__symptomatic_vs_healthy","case_control_disease","case_control_disease","disease_status","","disease_normal","grp_symptomatic","grp_healthy_control","Symptomatic patients","Healthy controls","disease_status=symptomatic","disease_status=healthy",13,10,"treated","control","GSM7567107;GSM7567108;GSM7567109;GSM7567112;GSM7567113;GSM7567114;GSM7567115;GSM7567116;GSM7567117;GSM7567118;GSM7567119;GSM7567120;GSM7567121","GSM7567083;GSM7567084;GSM7567085;GSM7567086;GSM7567087;GSM7567088;GSM7567089;GSM7567090;GSM7567091;GSM7567095","Case-control study comparing symptomatic patients, asymptomatic individuals, and healthy controls using peripheral blood mononuclear cells.","GSE236651__GSE236651__symptomatic_vs_healthy__1"
"STR:symptomatic","VINCENTE","STR:symptomatic","cgroup_L5_95f8c0ec","vehicle_untreated","infectious disease","GSE236651","GSE236651__symptomatic_vs_healthy_neg","case_control_disease","case_control_disease","disease_status","","disease_normal","grp_symptomatic","grp_healthy_control_neg","Symptomatic patients","Healthy controls negative","disease_status=symptomatic","disease_status=healthy",13,3,"treated","control","GSM7567107;GSM7567108;GSM7567109;GSM7567112;GSM7567113;GSM7567114;GSM7567115;GSM7567116;GSM7567117;GSM7567118;GSM7567119;GSM7567120;GSM7567121","GSM7567092;GSM7567093;GSM7567094","Case-control study comparing symptomatic patients, asymptomatic individuals, and healthy controls using peripheral blood mononuclear cells.","GSE236651__GSE236651__symptomatic_vs_healthy_neg__1"
"STR:symptomatic","VINCENTE","STR:symptomatic","cgroup_L5_95f8c0ec","vehicle_untreated","infectious disease","GSE236651","GSE236651__symptomatic_2_vs_healthy","case_control_disease","case_control_disease","disease_status","","disease_normal","grp_symptomatic_2","grp_healthy_control","Symptomatic patients 2","Healthy controls","disease_status=symptomatic","disease_status=healthy",3,10,"treated","control","GSM7567106;GSM7567110;GSM7567111","GSM7567083;GSM7567084;GSM7567085;GSM7567086;GSM7567087;GSM7567088;GSM7567089;GSM7567090;GSM7567091;GSM7567095","Case-control study comparing symptomatic patients, asymptomatic individuals, and healthy controls using peripheral blood mononuclear cells.","GSE236651__GSE236651__symptomatic_2_vs_healthy__1"
"STR:symptomatic","ASSORBITO","STR:symptomatic","cgroup_L5_9fa7c92d","uninfected","respiratory syncytial virus infection","GSE230169","GSE230169__grp_symptomatic_1_vs_grp_uninfected_2","case_control_disease","case_control_disease","disease_state","age|0.98|sex|M","disease_normal","grp_symptomatic_1","grp_uninfected_2","Symptomatic (age 0.98)","Uninfected (age 1)","disease_state=symptomatic ; age=0.98 ; sex=M","disease_state=uninfected ; age=1 ; sex=M",8,24,"treated","control","GSM7191134;GSM7191137;GSM7191139;GSM7191153;GSM7191155;GSM7191163;GSM7191165;GSM7191167","GSM7191135;GSM7191136;GSM7191140;GSM7191142;GSM7191144;GSM7191146;GSM7191148;GSM7191150;GSM7191152;GSM7191154;GSM7191156;GSM7191158;GSM7191164;GSM7191170;GSM7191172;GSM7191174;GSM7191178;GSM7191180;GSM7191182;GSM7191185;GSM7191186;GSM7191188;GSM7191190;GSM7191192","Case-control study comparing symptomatic and asymptomatic individuals using whole blood samples.","GSE230169__GSE230169__grp_symptomatic_1_vs_grp_uninfected_2__1"
