"gruppo","cluster_id","scrittura","series_id","comparison_id","design_kind_study","design_kind_cmp","varying_factor","fixed_factors","control_type","treated_group","control_group","treated_label","control_label","treated_fl","control_fl","n_treated","n_control","treated_role","control_role","design_summary","record_id"
"HGNC:11892||gain||vehicle_untreated","cgroup_L5_d9e23e09","HGNC:11892","GSE236122","GSE236122__grp_0023_vs_grp_0020","multi_arm_treatment","treatment_vs_untreated","treatment","transgene|gap_p300","secondary_arm","grp_0023","grp_0020","TNF stimulated, gap_p300, primary tissue, knee","Unstimulated, gap_p300, primary tissue, knee","treatment=TNF ; transgene=gap_p300","treatment=unstimulated ; transgene=gap_p300",1,2,"treated","control","This study investigates the effects of TNF stimulation on rheumatoid arthritis synovial fibroblasts, comparing responses between cells expressing gap_CBP and gap_p300 transgenes.","GSE236122__GSE236122__grp_0023_vs_grp_0020__1"
"HGNC:11892||gain||vehicle_untreated","cgroup_L5_d9e23e09","HGNC:11892","GSE246340","GSE246340__grp_0005_vs_grp_0002","multi_arm_treatment","treatment_vs_untreated","Perturbation","","untreated","grp_0005","grp_0002","TNF-α Treated MSCs","Negative Control MSCs","Perturbation=TNF-α","Perturbation=None",3,5,"treated","control","This study investigates the effects of TNF-α stimulation and YZ gene knockdown on mesenchymal stem cells derived from bone marrow.","GSE246340__GSE246340__grp_0005_vs_grp_0002__1"
"HGNC:11892||gain||vehicle_untreated","cgroup_L5_d9e23e09","HGNC:11892","GSE247226","GSE247226__TNF_vs_vehicle","multi_arm_treatment","treatment_vs_vehicle","treatment","","vehicle","grp_0003","grp_0004","TNF","vehicle","treatment=TNF","control=vehicle",3,1,"treated","control","This study investigates the effects of TNF stimulation and BRD3 knockdown on rheumatoid arthritis synovial fibroblasts.","GSE247226__GSE247226__TNF_vs_vehicle__1"
"HGNC:11892||gain||vehicle_untreated","cgroup_L5_d9e23e09","HGNC:11892","GSE267930","GSE267930__grp_0003_vs_grp_0001","multi_arm_treatment","treatment_vs_vehicle","treatment","cell_context|HUVEC","vehicle","grp_0003","grp_0001","TNF-alpha Stimulation","Control","treatment=TNF_alpha ; cell_context=HUVEC","treatment=control ; cell_context=HUVEC",2,2,"treated","control","This study investigates the effects of heat stress and TNF-alpha stimulation on HUVEC cells.","GSE267930__GSE267930__grp_0003_vs_grp_0001__1"
"HGNC:11892||gain||vehicle_untreated","cgroup_L5_d9e23e09","HGNC:11892","GSE267930","GSE267930__grp_0004_vs_grp_0001","multi_arm_treatment","treatment_vs_vehicle","treatment","cell_context|HUVEC","vehicle","grp_0004","grp_0001","TNF-alpha Stimulation (Replicate)","Control","treatment=TNF_alpha ; cell_context=HUVEC","treatment=control ; cell_context=HUVEC",1,2,"treated","control","This study investigates the effects of heat stress and TNF-alpha stimulation on HUVEC cells.","GSE267930__GSE267930__grp_0004_vs_grp_0001__1"
"HGNC:11892||gain||vehicle_untreated","cgroup_L5_d9e23e09","HGNC:11892","GSE64233","GSE64233__TNF_vs_DMSO","multi_arm_treatment","treatment_vs_vehicle","Treatment","","vehicle","grp_0005","grp_0001","TNF","DMSO","Treatment=TNF","Treatment=DMSO",1,3,"treated","control","This study investigates the effects of various treatments on SGBS adipocytes and preadipocytes.","GSE64233__GSE64233__TNF_vs_DMSO__1"
"HGNC:11892||gain||vehicle_untreated","cgroup_L5_d9e23e09","HGNC:11892","GSE64233","GSE64233__shp65_TNF_1_vs_shp65_Vehicle","multi_arm_treatment","treatment_vs_vehicle","Treatment","","vehicle","grp_0008","grp_0003","shp65 TNF 1","shp65 Vehicle","Treatment=shp65 ; Technical Treatment=TNF 1","Treatment=shp65 Vehicle",3,3,"treated","control","This study investigates the effects of various treatments on SGBS adipocytes and preadipocytes.","GSE64233__GSE64233__shp65_TNF_1_vs_shp65_Vehicle__1"
"HGNC:11892||gain||vehicle_untreated","cgroup_L5_d9e23e09","HGNC:11892","GSE93330","GSE93330__TNF_vs_Control","multi_arm_treatment","treatment_vs_vehicle","Treatment","","vehicle","grp_0002","grp_0001","TNF","Control","Treatment=TNF","Treatment=Control",3,3,"treated","control","This study investigates the effects of TNF stimulation and SB203580 inhibition on lung microvascular endothelial cells.","GSE93330__GSE93330__TNF_vs_Control__1"
"HGNC:11892||gain||vehicle_untreated","cgroup_L5_d9e23e09","HGNC:11892","GSE95078","GSE95078__grp_0003_vs_grp_0001","case_control_disease","treatment_vs_vehicle","perturbation","disease_state|none","vehicle","grp_0003","grp_0001","Healthy - TNF","Healthy - Vehicle","disease_state=none ; perturbation=TNF","disease_state=none ; perturbation=vehicle_only",1,3,"treated","control","This study investigates the transcriptional response of primary dermal fibroblasts to TNF stimulation, comparing healthy individuals and patients with Behçet’s-like autoinflammatory disease.","GSE95078__GSE95078__grp_0003_vs_grp_0001__1"
"HGNC:11892||gain||vehicle_untreated","cgroup_L5_d9e23e09","HGNC:11892","GSE95078","GSE95078__grp_0005_vs_grp_0002","case_control_disease","treatment_vs_vehicle","perturbation","disease_state|Behçet’s-like autoinflammatory disease","vehicle","grp_0005","grp_0002","Diseased - TNF","Diseased - Vehicle","disease_state=Behçet’s-like autoinflammatory disease ; perturbation=TNF","disease_state=Behçet’s-like autoinflammatory disease ; perturbation=vehicle_only",2,3,"treated","control","This study investigates the transcriptional response of primary dermal fibroblasts to TNF stimulation, comparing healthy individuals and patients with Behçet’s-like autoinflammatory disease.","GSE95078__GSE95078__grp_0005_vs_grp_0002__1"
"HGNC:11892||gain||vehicle_untreated","cgroup_L5_d9e23e09","HGNC:11892","GSE98984","GSE98984__TNFα_vs_untreated","multi_arm_treatment","treatment_vs_untreated","perturbation","","untreated","grp_0003","grp_0002","TNFα","untreated","perturbation=TNFα","perturbation=untreated",2,2,"treated","control","This study investigates the effects of TNFα stimulation and genetic knockdown using siRNA in HepG2 liver cells.","GSE98984__GSE98984__TNFα_vs_untreated__1"
"HGNC:5977||gain||vehicle_untreated","cgroup_L5_bd40f34f","HGNC:5977","GSE120904","GSE120904__grp_intestinal_epithelial_IL15_vs_grp_intestinal_epithelial_vehicle","multi_arm_treatment","treatment_vs_vehicle","treatment","cell_type|Intestinal epithelial cells","vehicle","grp_intestinal_epithelial_IL15","grp_intestinal_epithelial_vehicle","Intestinal epithelial cells treated with IL15","Intestinal epithelial cells treated with vehicle only","cell_type=Intestinal epithelial cells ; treatment=IL15","cell_type=Intestinal epithelial cells ; treatment=vehicle_only",5,5,"treated","control","This study investigates the effects of various cytokine stimulations and small molecule treatments on intestinal epithelial cells and intraepithelial cytotoxic T cells.","GSE120904__GSE120904__grp_intestinal_epithelial_IL15_vs_grp_intestinal_epithelial_vehicle__1"
"HGNC:5977||gain||vehicle_untreated","cgroup_L5_bd40f34f","HGNC:5977","GSE120904","GSE120904__grp_intraepithelial_IL15_CP_vs_grp_intraepithelial_vehicle","multi_arm_treatment","treatment_vs_vehicle","treatment","cell_type|Intestinal intraepithelial cytotoxic T cells","vehicle","grp_intraepithelial_IL15_CP","grp_intraepithelial_vehicle","Intestinal intraepithelial cytotoxic T cells treated with IL15 and CP","Intestinal intraepithelial cytotoxic T cells treated with vehicle only","cell_type=Intestinal intraepithelial cytotoxic T cells ; treatment=IL15 + CP","cell_type=Intestinal intraepithelial cytotoxic T cells ; treatment=vehicle_only",1,2,"treated","control","This study investigates the effects of various cytokine stimulations and small molecule treatments on intestinal epithelial cells and intraepithelial cytotoxic T cells.","GSE120904__GSE120904__grp_intraepithelial_IL15_CP_vs_grp_intraepithelial_vehicle__1"
"HGNC:5977||gain||vehicle_untreated","cgroup_L5_bd40f34f","HGNC:5977","GSE120904","GSE120904__grp_intraepithelial_IL15_CP_alt_vs_grp_intraepithelial_vehicle","multi_arm_treatment","treatment_vs_vehicle","treatment","cell_type|Intestinal intraepithelial cytotoxic T cells","vehicle","grp_intraepithelial_IL15_CP_alt","grp_intraepithelial_vehicle","Intestinal intraepithelial cytotoxic T cells treated with IL15 and CP (alternative)","Intestinal intraepithelial cytotoxic T cells treated with vehicle only","cell_type=Intestinal intraepithelial cytotoxic T cells ; treatment=IL15 + CP","cell_type=Intestinal intraepithelial cytotoxic T cells ; treatment=vehicle_only",1,2,"treated","control","This study investigates the effects of various cytokine stimulations and small molecule treatments on intestinal epithelial cells and intraepithelial cytotoxic T cells.","GSE120904__GSE120904__grp_intraepithelial_IL15_CP_alt_vs_grp_intraepithelial_vehicle__1"
"HGNC:5977||gain||vehicle_untreated","cgroup_L5_bd40f34f","HGNC:5977","GSE120904","GSE120904__grp_intraepithelial_IL15_CP_alt2_vs_grp_intraepithelial_vehicle","multi_arm_treatment","treatment_vs_vehicle","treatment","cell_type|Intestinal intraepithelial cytotoxic T cells","vehicle","grp_intraepithelial_IL15_CP_alt2","grp_intraepithelial_vehicle","Intestinal intraepithelial cytotoxic T cells treated with IL15 and CP (alternative 2)","Intestinal intraepithelial cytotoxic T cells treated with vehicle only","cell_type=Intestinal intraepithelial cytotoxic T cells ; treatment=IL15 + CP","cell_type=Intestinal intraepithelial cytotoxic T cells ; treatment=vehicle_only",2,2,"treated","control","This study investigates the effects of various cytokine stimulations and small molecule treatments on intestinal epithelial cells and intraepithelial cytotoxic T cells.","GSE120904__GSE120904__grp_intraepithelial_IL15_CP_alt2_vs_grp_intraepithelial_vehicle__1"
"HGNC:5977||gain||vehicle_untreated","cgroup_L5_bd40f34f","HGNC:5977","GSE120904","GSE120904__grp_intraepithelial_IL15_alt_vs_grp_intraepithelial_vehicle","multi_arm_treatment","treatment_vs_vehicle","treatment","cell_type|Intestinal intraepithelial cytotoxic T cells","vehicle","grp_intraepithelial_IL15_alt","grp_intraepithelial_vehicle","Intestinal intraepithelial cytotoxic T cells treated with IL15 (alternative)","Intestinal intraepithelial cytotoxic T cells treated with vehicle only","cell_type=Intestinal intraepithelial cytotoxic T cells ; treatment=IL15","cell_type=Intestinal intraepithelial cytotoxic T cells ; treatment=vehicle_only",4,2,"treated","control","This study investigates the effects of various cytokine stimulations and small molecule treatments on intestinal epithelial cells and intraepithelial cytotoxic T cells.","GSE120904__GSE120904__grp_intraepithelial_IL15_alt_vs_grp_intraepithelial_vehicle__1"
"HGNC:5977||gain||vehicle_untreated","cgroup_L5_bd40f34f","HGNC:5977","GSE126409","GSE126409__grp_0009_vs_grp_0007","multi_arm_treatment","time_course","time","cytokine|IL15|disease_state|celiac","time_zero","grp_0009","grp_0007","Celiac IL15 30min","Celiac Control","cytokine=IL15 ; time=30min ; disease_state=celiac","cytokine=none ; time=0 ; disease_state=celiac",4,3,"treated","control","This study investigates the transcriptional response of intestinal epithelial cells to cytokine stimulation under healthy and celiac disease conditions.","GSE126409__GSE126409__grp_0009_vs_grp_0007__1"
"HGNC:5977||gain||vehicle_untreated","cgroup_L5_bd40f34f","HGNC:5977","GSE126409","GSE126409__grp_0010_vs_grp_0007","multi_arm_treatment","time_course","time","cytokine|IL15|disease_state|celiac","time_zero","grp_0010","grp_0007","Celiac IL15 24h","Celiac Control","cytokine=IL15 ; time=24h ; disease_state=celiac","cytokine=none ; time=0 ; disease_state=celiac",3,3,"treated","control","This study investigates the transcriptional response of intestinal epithelial cells to cytokine stimulation under healthy and celiac disease conditions.","GSE126409__GSE126409__grp_0010_vs_grp_0007__1"
"HGNC:5977||gain||vehicle_untreated","cgroup_L5_bd40f34f","HGNC:5977","GSE126409","GSE126409__grp_0011_vs_grp_0007","multi_arm_treatment","time_course","time","cytokine|IL15|disease_state|celiac","time_zero","grp_0011","grp_0007","Celiac IL15 3h","Celiac Control","cytokine=IL15 ; time=3h ; disease_state=celiac","cytokine=none ; time=0 ; disease_state=celiac",4,3,"treated","control","This study investigates the transcriptional response of intestinal epithelial cells to cytokine stimulation under healthy and celiac disease conditions.","GSE126409__GSE126409__grp_0011_vs_grp_0007__1"
"HGNC:5977||gain||vehicle_untreated","cgroup_L5_bd40f34f","HGNC:5977","GSE126409","GSE126409__grp_0012_vs_grp_0007","multi_arm_treatment","time_course","time","cytokine|IL15|disease_state|celiac","time_zero","grp_0012","grp_0007","Celiac IL15 4h","Celiac Control","cytokine=IL15 ; time=4h ; disease_state=celiac","cytokine=none ; time=0 ; disease_state=celiac",3,3,"treated","control","This study investigates the transcriptional response of intestinal epithelial cells to cytokine stimulation under healthy and celiac disease conditions.","GSE126409__GSE126409__grp_0012_vs_grp_0007__1"
"HGNC:5977||gain||vehicle_untreated","cgroup_L5_bd40f34f","HGNC:5977","GSE126409","GSE126409__grp_0020_vs_grp_0007","multi_arm_treatment","time_course","time","cytokine|IL15|disease_state|celiac","time_zero","grp_0020","grp_0007","Celiac IL15 24h","Celiac Control","cytokine=IL15 ; time=24h ; disease_state=celiac","cytokine=none ; time=0 ; disease_state=celiac",1,3,"treated","control","This study investigates the transcriptional response of intestinal epithelial cells to cytokine stimulation under healthy and celiac disease conditions.","GSE126409__GSE126409__grp_0020_vs_grp_0007__1"
"HGNC:5977||gain||vehicle_untreated","cgroup_L5_bd40f34f","HGNC:5977","GSE126409","GSE126409__grp_0021_vs_grp_0007","multi_arm_treatment","time_course","time","cytokine|IL15|disease_state|celiac","time_zero","grp_0021","grp_0007","Celiac IL15 4h","Celiac Control","cytokine=IL15 ; time=4h ; disease_state=celiac","cytokine=none ; time=0 ; disease_state=celiac",1,3,"treated","control","This study investigates the transcriptional response of intestinal epithelial cells to cytokine stimulation under healthy and celiac disease conditions.","GSE126409__GSE126409__grp_0021_vs_grp_0007__1"
"HGNC:5977||gain||vehicle_untreated","cgroup_L5_bd40f34f","HGNC:5977","GSE126409","GSE126409__grp_0031_vs_grp_0026","multi_arm_treatment","treatment_vs_vehicle","cytokine","time|30min|disease_state|healthy","vehicle","grp_0031","grp_0026","Healthy IL15 30min","Healthy Vehicle Control","cytokine=IL15 ; time=30min ; disease_state=healthy","cytokine=vehicle ; time=0 ; disease_state=healthy",4,4,"treated","control","This study investigates the transcriptional response of intestinal epithelial cells to cytokine stimulation under healthy and celiac disease conditions.","GSE126409__GSE126409__grp_0031_vs_grp_0026__1"
"HGNC:5977||gain||vehicle_untreated","cgroup_L5_bd40f34f","HGNC:5977","GSE126409","GSE126409__grp_0032_vs_grp_0026","multi_arm_treatment","treatment_vs_vehicle","cytokine","time|24h|disease_state|healthy","vehicle","grp_0032","grp_0026","Healthy IL15 24h","Healthy Vehicle Control","cytokine=IL15 ; time=24h ; disease_state=healthy","cytokine=vehicle ; time=0 ; disease_state=healthy",3,4,"treated","control","This study investigates the transcriptional response of intestinal epithelial cells to cytokine stimulation under healthy and celiac disease conditions.","GSE126409__GSE126409__grp_0032_vs_grp_0026__1"
"HGNC:5977||gain||vehicle_untreated","cgroup_L5_bd40f34f","HGNC:5977","GSE126409","GSE126409__grp_0033_vs_grp_0026","multi_arm_treatment","treatment_vs_vehicle","cytokine","time|3h|disease_state|healthy","vehicle","grp_0033","grp_0026","Healthy IL15 3h","Healthy Vehicle Control","cytokine=IL15 ; time=3h ; disease_state=healthy","cytokine=vehicle ; time=0 ; disease_state=healthy",4,4,"treated","control","This study investigates the transcriptional response of intestinal epithelial cells to cytokine stimulation under healthy and celiac disease conditions.","GSE126409__GSE126409__grp_0033_vs_grp_0026__1"
"HGNC:5977||gain||vehicle_untreated","cgroup_L5_bd40f34f","HGNC:5977","GSE126409","GSE126409__grp_0034_vs_grp_0026","multi_arm_treatment","treatment_vs_vehicle","cytokine","time|4h|disease_state|healthy","vehicle","grp_0034","grp_0026","Healthy IL15 4h","Healthy Vehicle Control","cytokine=IL15 ; time=4h ; disease_state=healthy","cytokine=vehicle ; time=0 ; disease_state=healthy",3,4,"treated","control","This study investigates the transcriptional response of intestinal epithelial cells to cytokine stimulation under healthy and celiac disease conditions.","GSE126409__GSE126409__grp_0034_vs_grp_0026__1"
"HGNC:5977||gain||vehicle_untreated","cgroup_L5_bd40f34f","HGNC:5977","GSE227098","GSE227098__grp_0003_vs_grp_0012","multi_arm_treatment","treatment_vs_vehicle","perturbation","genetic_modification|wild-type","vehicle","grp_0003","grp_0012","CBNK, IL15","CBNK, vehicle","perturbation=IL15 ; genetic_modification=wild-type","perturbation=vehicle ; genetic_modification=wild-type",1,1,"treated","control","This study investigates the effects of various perturbations on human natural killer (NK) cells, focusing on cytokine stimulation and genetic modifications involving CEBPD overexpression or knockout.","GSE227098__GSE227098__grp_0003_vs_grp_0012__1"
"HGNC:5977||gain||vehicle_untreated","cgroup_L5_bd40f34f","HGNC:5977","GSE227098","GSE227098__grp_0005_vs_grp_0010","multi_arm_treatment","treatment_vs_vehicle","perturbation","genetic_modification|wild-type","vehicle","grp_0005","grp_0010","CBNK, IL15","CBNK, vehicle","perturbation=IL15 ; genetic_modification=wild-type","perturbation=vehicle ; genetic_modification=wild-type",1,1,"treated","control","This study investigates the effects of various perturbations on human natural killer (NK) cells, focusing on cytokine stimulation and genetic modifications involving CEBPD overexpression or knockout.","GSE227098__GSE227098__grp_0005_vs_grp_0010__1"
"HGNC:5977||gain||vehicle_untreated","cgroup_L5_bd40f34f","HGNC:5977","GSE227098","GSE227098__grp_0006_vs_grp_0010","multi_arm_treatment","treatment_vs_vehicle","perturbation","genetic_modification|wild-type","vehicle","grp_0006","grp_0010","CBNK, IL15","CBNK, vehicle","perturbation=IL15 ; genetic_modification=wild-type","perturbation=vehicle ; genetic_modification=wild-type",1,1,"treated","control","This study investigates the effects of various perturbations on human natural killer (NK) cells, focusing on cytokine stimulation and genetic modifications involving CEBPD overexpression or knockout.","GSE227098__GSE227098__grp_0006_vs_grp_0010__1"
"HGNC:5977||gain||vehicle_untreated","cgroup_L5_bd40f34f","HGNC:5977","GSE227098","GSE227098__grp_0007_vs_grp_0010","multi_arm_treatment","treatment_vs_vehicle","perturbation","genetic_modification|wild-type","vehicle","grp_0007","grp_0010","CBNK, IL15","CBNK, vehicle","perturbation=IL15 ; genetic_modification=wild-type","perturbation=vehicle ; genetic_modification=wild-type",1,1,"treated","control","This study investigates the effects of various perturbations on human natural killer (NK) cells, focusing on cytokine stimulation and genetic modifications involving CEBPD overexpression or knockout.","GSE227098__GSE227098__grp_0007_vs_grp_0010__1"
"HGNC:5977||gain||vehicle_untreated","cgroup_L5_bd40f34f","HGNC:5977","GSE94150","GSE94150__IL15_ST124_vs_Control_ST124","multi_arm_treatment","treatment_vs_untreated","treatment","donor_id|ST124","untreated","grp_IL15_ST124_1","grp_Control_ST124","IL15-treated CD4+ T cells (ST124)","Untreated CD4+ T cells (ST124)","treatment=IL15 ; donor_id=ST124","treatment=Unstimulated Controls ; donor_id=ST124",2,9,"treated","control","This study investigates the effects of various treatments on primary sorted memory CD4+ T cell subsets derived from PBMCs of HIV patients who were successfully treated.","GSE94150__GSE94150__IL15_ST124_vs_Control_ST124__1"
"HGNC:5977||gain||vehicle_untreated","cgroup_L5_bd40f34f","HGNC:5977","GSE94150","GSE94150__IL15_ST124_2_vs_Control_ST124","multi_arm_treatment","treatment_vs_untreated","treatment","donor_id|ST124","untreated","grp_IL15_ST124_2","grp_Control_ST124","IL15-treated CD4+ T cells (ST124)","Untreated CD4+ T cells (ST124)","treatment=IL15 ; donor_id=ST124","treatment=Unstimulated Controls ; donor_id=ST124",2,9,"treated","control","This study investigates the effects of various treatments on primary sorted memory CD4+ T cell subsets derived from PBMCs of HIV patients who were successfully treated.","GSE94150__GSE94150__IL15_ST124_2_vs_Control_ST124__1"
"HGNC:5977||gain||vehicle_untreated","cgroup_L5_bd40f34f","HGNC:5977","GSE94150","GSE94150__IL15_ST124_3_vs_Control_ST124","multi_arm_treatment","treatment_vs_untreated","treatment","donor_id|ST124","untreated","grp_IL15_ST124_3","grp_Control_ST124","IL15-treated CD4+ T cells (ST124)","Untreated CD4+ T cells (ST124)","treatment=IL15 ; donor_id=ST124","treatment=Unstimulated Controls ; donor_id=ST124",4,9,"treated","control","This study investigates the effects of various treatments on primary sorted memory CD4+ T cell subsets derived from PBMCs of HIV patients who were successfully treated.","GSE94150__GSE94150__IL15_ST124_3_vs_Control_ST124__1"
"HGNC:5977||gain||vehicle_untreated","cgroup_L5_d5036241","CHEMBL:CHEMBL4297989","GSE132270","GSE132270__IL15_Day6_Donor58_vs_Media_Day6","multi_arm_treatment","treatment_vs_vehicle","cytokine","time|Day 6","vehicle","grp_IL15_Day6_Donor58","grp_Media_Day6","IL-15 Day 6 Donor 58","Media Day 6","cytokine=IL-15 ; time=Day 6","cytokine=Media ; time=Day 6",1,3,"treated","control","This study investigates the transcriptional changes in adherent monocytes upon stimulation with cytokines IL-4 and IL-15 over various time points.","GSE132270__GSE132270__IL15_Day6_Donor58_vs_Media_Day6__1"
"HGNC:5977||gain||vehicle_untreated","cgroup_L5_d5036241","CHEMBL:CHEMBL4297989","GSE132270","GSE132270__IL15_Day1_vs_Media_Day1","multi_arm_treatment","treatment_vs_vehicle","cytokine","time|Day 1","vehicle","grp_IL15_Day1","grp_Media_Day1","IL-15 Day 1","Media Day 1","cytokine=IL-15 ; time=Day 1","cytokine=Media ; time=Day 1",3,3,"treated","control","This study investigates the transcriptional changes in adherent monocytes upon stimulation with cytokines IL-4 and IL-15 over various time points.","GSE132270__GSE132270__IL15_Day1_vs_Media_Day1__1"
"HGNC:5977||gain||vehicle_untreated","cgroup_L5_d5036241","CHEMBL:CHEMBL4297989","GSE132270","GSE132270__IL15_Day3_Donor58_vs_Media_Day3_Donor58","multi_arm_treatment","treatment_vs_vehicle","cytokine","time|Day 3","vehicle","grp_IL15_Day3_Donor58","grp_Media_Day3_Donor58","IL-15 Day 3 Donor 58","Media Day 3 Donor 58","cytokine=IL-15 ; time=Day 3","cytokine=Media ; time=Day 3",2,2,"treated","control","This study investigates the transcriptional changes in adherent monocytes upon stimulation with cytokines IL-4 and IL-15 over various time points.","GSE132270__GSE132270__IL15_Day3_Donor58_vs_Media_Day3_Donor58__1"
"HGNC:5977||gain||vehicle_untreated","cgroup_L5_d5036241","CHEMBL:CHEMBL4297989","GSE132270","GSE132270__IL15_Day10_Donor58_vs_Media_Day10_Donor58","multi_arm_treatment","treatment_vs_vehicle","cytokine","time|Day 10","vehicle","grp_IL15_Day10_Donor58","grp_Media_Day10_Donor58","IL-15 Day 10 Donor 58","Media Day 10 Donor 58","cytokine=IL-15 ; time=Day 10","cytokine=Media ; time=Day 10",2,2,"treated","control","This study investigates the transcriptional changes in adherent monocytes upon stimulation with cytokines IL-4 and IL-15 over various time points.","GSE132270__GSE132270__IL15_Day10_Donor58_vs_Media_Day10_Donor58__1"
"HGNC:5977||gain||vehicle_untreated","cgroup_L5_d5036241","CHEMBL:CHEMBL4297989","GSE166268","GSE166268__grp_0004_vs_grp_0001","multi_arm_treatment","treatment_vs_untreated","treatment","donor_id|445","untreated","grp_0004","grp_0001","NK cells, IL-15, donor 445, D1","NK cells, freshly isolated, donor 445, D0","treatment=IL-15 ; time=D1 ; donor_id=445","treatment=none (freshly isolated) ; time=D0 ; donor_id=445",2,3,"treated","control","This study investigates the effects of various treatments on NK cells from human blood.","GSE166268__GSE166268__grp_0004_vs_grp_0001__1"
"HGNC:6018||gain||vehicle_untreated","cgroup_L5_7a487535","MeSH:D015850","GSE138309","GSE138309__grp_0002_vs_grp_0001","treatment_vs_untreated","treatment_vs_untreated","treatment","","untreated","grp_0002","grp_0001","Interleukin-6 treated hCMEC/D3 cells","Untreated hCMEC/D3 cells","treatment=interleukin-6","treatment=none",3,3,"treated","control","This study investigates the effects of interleukin-6 stimulation on hCMEC/D3 cells, comparing treated and untreated conditions.","GSE138309__GSE138309__grp_0002_vs_grp_0001__1"
"HGNC:6018||gain||vehicle_untreated","cgroup_L5_a25d0964","HGNC:6018","GSE113185","GSE113185__IL6_vs_DMSO","multi_arm_treatment","treatment_vs_vehicle","treatment","cell_type|Bronchial epithelial cells","vehicle","grp_IL6","grp_DMSO","IL-6","DMSO","treatment=IL-6","treatment=DMSO",3,3,"treated","control","This study investigates the effects of various cytokines and inhibitors on bronchial epithelial cells.","GSE113185__GSE113185__IL6_vs_DMSO__1"
"HGNC:6018||gain||vehicle_untreated","cgroup_L5_a25d0964","HGNC:6018","GSE126003","GSE126003__grp_0001_vs_grp_0002","multi_arm_treatment","treatment_vs_vehicle","IL6","cell_line|MCF7|genetic_perturbation|STAT3 knockout|chemical_perturbation|EtOH","vehicle","grp_0001","grp_0002","MCF7 STAT3 -/- + EtOH + IL6 (4h)","MCF7 STAT3 -/- + EtOH","cell_line=MCF7 ; genetic_perturbation=STAT3 knockout ; chemical_perturbation=IL6","cell_line=MCF7 ; genetic_perturbation=STAT3 knockout ; chemical_perturbation=EtOH",2,1,"treated","control","This study investigates the effects of IL6 stimulation and STAT3 knockout on gene expression in MCF7 and T47D breast cancer cell lines.","GSE126003__GSE126003__grp_0001_vs_grp_0002__1"
"HGNC:6018||gain||vehicle_untreated","cgroup_L5_a25d0964","HGNC:6018","GSE126003","GSE126003__grp_0003_vs_grp_0004","multi_arm_treatment","treatment_vs_vehicle","IL6","cell_line|MCF7|genetic_perturbation|STAT3 knockout|chemical_perturbation|EtOH","vehicle","grp_0003","grp_0004","MCF7 STAT3 -/- + EtOH + IL6","MCF7 STAT3 -/- + EtOH","cell_line=MCF7 ; genetic_perturbation=STAT3 knockout ; chemical_perturbation=IL6","cell_line=MCF7 ; genetic_perturbation=STAT3 knockout ; chemical_perturbation=EtOH",3,1,"treated","control","This study investigates the effects of IL6 stimulation and STAT3 knockout on gene expression in MCF7 and T47D breast cancer cell lines.","GSE126003__GSE126003__grp_0003_vs_grp_0004__1"
"HGNC:6018||gain||vehicle_untreated","cgroup_L5_a25d0964","HGNC:6018","GSE126003","GSE126003__grp_0010_vs_grp_0011","multi_arm_treatment","treatment_vs_vehicle","IL6","cell_line|P4B5_MCF7|genetic_perturbation|STAT3 knockout|chemical_perturbation|EtOH","vehicle","grp_0010","grp_0011","P4B5_MCF7 STAT3 -/- + EtOH + IL6","P4B5_MCF7 STAT3 -/- + EtOH + PBS","cell_line=P4B5_MCF7 ; genetic_perturbation=STAT3 knockout ; chemical_perturbation=IL6","cell_line=P4B5_MCF7 ; genetic_perturbation=STAT3 knockout ; chemical_perturbation=EtOH + PBS",1,1,"treated","control","This study investigates the effects of IL6 stimulation and STAT3 knockout on gene expression in MCF7 and T47D breast cancer cell lines.","GSE126003__GSE126003__grp_0010_vs_grp_0011__1"
"HGNC:6018||gain||vehicle_untreated","cgroup_L5_a25d0964","HGNC:6018","GSE126003","GSE126003__grp_0030_vs_grp_0034","multi_arm_treatment","treatment_vs_vehicle","IL6","cell_line|WT_MCF7|genetic_perturbation|None|chemical_perturbation|EtOH","vehicle","grp_0030","grp_0034","WT_MCF7 + EtOH + IL6","WT_MCF7 + EtOH + PBS","cell_line=WT_MCF7 ; genetic_perturbation=None ; chemical_perturbation=IL6","cell_line=WT_MCF7 ; genetic_perturbation=None ; chemical_perturbation=EtOH + PBS",3,4,"treated","control","This study investigates the effects of IL6 stimulation and STAT3 knockout on gene expression in MCF7 and T47D breast cancer cell lines.","GSE126003__GSE126003__grp_0030_vs_grp_0034__1"
"HGNC:6018||gain||vehicle_untreated","cgroup_L5_a25d0964","HGNC:6018","GSE143443","GSE143443__grp_0002_vs_grp_0001","case_control_disease","treatment_vs_untreated","treatment","cell_type|fibroblast-like synoviocytes|disease_state|rheumatoid arthritis","untreated","grp_0002","grp_0001","RA synovial fibroblasts, IL6 stimulated","RA synovial fibroblasts, untreated","treatment=IL6 ; cell_type=fibroblast-like synoviocytes ; disease_state=rheumatoid arthritis","treatment=none ; cell_type=fibroblast-like synoviocytes ; disease_state=rheumatoid arthritis",5,5,"treated","control","Case-control study comparing IL6 stimulation effects on fibroblast-like synoviocytes from rheumatoid arthritis patients.","GSE143443__GSE143443__grp_0002_vs_grp_0001__1"
